EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SubtLexUSLog10WF,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),DominantTranslation,NondominantTranslation,PercentUnknown,PercentGlossAgreement,PercentUnknown(Native),PercentGlossAgreement(Native),PercentUnknown(Nonnative),PercentGlossAgreement(Nonnative),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(Z) native,D.Iconicity(N) native,H statistic,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),InCDI,CDI Semantic Category,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Phonological Complexity,PhonotacticProbability,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankReferenceID,bglm_aoa,empirical_aoa,HandshapeImage - 100x100,HandshapeImage: URL,Parameter.Neighborhood.Density.2.0,SignBankSemanticField
dip_2,dip_2,K_01_065,K,,,,"<iframe src=https://player.vimeo.com/video/341912072?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341912072,2.61,3.273,1.907,-0.404,27,2,0.816,-0.776,11,3.867,1.995,16,-0.23,,,0.185,,0.364,,0.063,,4.96,1.541,0.677,25,TO DIP,,,,,,,,,,,,,,,Verb,501,1602,1101,2202,No,,0,0,0,1,flat_h,im,Flat,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.233,0.14,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,4,-0.164,173,2,,,,,,,,,173,
dip_3,dip_3,K_02_052,K,,,,"<iframe src=https://player.vimeo.com/video/342141322?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342141322,2.61,3.476,1.721,-0.403,25,3.667,1.414,0.043,11,3.333,1.969,14,-0.737,,,0.16,,0.182,,0.143,,5.208,1.641,0.783,24,DIP CHIP,,,,,,,,,,,,,,,Verb,467,1335,868,1902,No,,0,0,0,1,f,i,Curved,0,NA,NA,Open,1,AsymmetricalDifferentHandshape,Curved,0,Hand,HandAway,HandAway,0,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.233,0.261,0.225,0.791,0.554,0.378,0,0,0.316,0.657,0.164,3,-0.498,192,0,,,,,,,,,192,
director,director,H_01_014,H,1,14,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/D6cJborRiuw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346789358?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346789358,3.264,4.185,1.594,0.055,28,3.857,1.748,-0.154,14,4.538,1.391,14,0.281,,,0.036,,0,,0.071,,2.35,1.694,-0.506,20,,Arbitrary,,,,,,,,,,,,,,Noun,400,1468,1068,1802,No,,0,0,1,2,baby_o,i,Bent,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,baby_o,0,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.099,0.791,0.446,0.378,0,0,0.316,0.657,0.836,1,0.01,497,9,DIRECTOR,"direct, director, manager",DIRECTOR,1257,,,,,497,None
dirty,dirty,C_03_026,C,3,26,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LpH6NYiTwBw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345798657?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345798657,3.53,5.533,1.074,0.729,30,5.611,1.037,0.644,18,5.417,1.165,12,0.857,,,0,,0,,0,,2.75,1.826,-0.12,36,,Arbitrary,1.97,1.5,30,-0.51,2.24,1.7,-0.41,21,,,,,,Adjective,868,1535,667,2736,Yes,Descriptive Signs,0,0,0,1,5,imrp,FullyOpen,1,1,0,Open,0,OneHanded,None,1,Head,UnderChin,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.006,0,0.153,0.449,0.409,0.209,0.446,0.622,0.398,0.878,0.684,0.657,0.836,1,0.103,252,3,DIRTY,"dirt, dirty, filth, filthy, messy, pollute, pollution",DIRTY,109,26,15,,,252,Attribute
disagreement,disagreement,B_02_066,B,2,66,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rboDbH6Ori0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345555669?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345555669,1.898,5.2,1.291,0.351,25,4.929,1.207,0.172,14,5.545,1.368,11,0.58,,,0,,0,,0,,2.333,1.788,-0.211,30,,Arbitrary,2.39,1.59,31,-0.28,2,1.23,-0.45,22,2.79,0.1,2.85,1.76,-0.51,Noun,501,934,434,1768,No,,0,0,1,2,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,None,0,Head,Forehead,NA,1,NA,0,1,i,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.153,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,0,-0.068,290,46,DISAGREEMENT,"disagree, disagreement, think differently",DISAGREEMENT,2741,,,,,290,None
disappear,disappear,D_01_036,D,1,36,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oqb9UPo6Uic?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345804367?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345804367,3.029,3.741,1.457,-0.213,27,3.75,1.693,-0.213,16,3.727,1.104,11,-0.213,,,0,,0,,0,,3,1.68,0.002,35,,Arbitrary,3.73,1.34,26,0.32,3.72,1.41,0.35,18,,,,,,Verb,868,1468,601,2102,No,,0,0,0,1,1,i,FullyOpen,1,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Straight,0,Hand,Other,HandAway,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.457,0.261,0.409,0.209,0.554,0.622,0,0,0.684,0.343,0.836,2,-0.168,446,1,DISAPPEAR,"disappear, gone, missing, vanish",DISAPPEAR,110,,,,,446,Event
disappoint,disappoint,G_03_018,G,3,18,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/t9i95W1E-88?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346776062?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346776062,2.635,5.296,1.382,0.559,27,5.167,1.586,0.526,12,5.4,1.242,15,0.586,,,0,,0,,0,,2.6,1.818,-0.328,20,,Arbitrary,,,,,,,,,,,,,,Verb,467,1101,634,1668,Yes,Mental State Terms,0,0,0,1,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,0,Head,Chin,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.457,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,1,0.058,469,16,DISAPPOINT,"bitter, disappoint, sour, taste funny, taste okay",DISAPPOINT,1258,55,36,,,469,Event
disconnect,disconnect,H_01_017,H,1,17,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Q06TozqXrRM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346789761?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346789761,1.978,4.786,1.343,0.415,28,4.643,1.646,0.315,14,4.929,0.997,14,0.514,disconnect,"discount, let go, release",0,0.607,0,0.643,0,0.571,4.65,1.981,0.583,20,,Perceptual,,,,,,,,,,,,,,Verb,400,1301,901,1902,No,,0,0,0,1,1,m,Curved,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.045,0.225,0.209,0.554,0.622,0,0,0.316,0.657,0.836,2,0.109,563,3,DISCONNECT8,"disconnect, let go, release",DISCONNECT,1259,,,,,563,Event
discuss,discuss,E_03_081,E,3,81,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L6hFeT7TaDg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346075716?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346075716,3.367,5.767,1.194,0.839,30,5.929,1.269,0.878,14,5.625,1.147,16,0.805,,,0,,0,,0,,2.172,1.338,-0.639,29,,Arbitrary,,,,,,,,,,,,,,Verb,434,1468,1034,2002,No,,0,0,0,1,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.457,0.261,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.836,2,-0.201,446,14,DISCUSS,"argue, argument, debate, discuss, discussion, talk",DISCUSS,723,,,,,446,Event
dislike,dislike,F_03_006,F,3,6,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7Y88Qa7PBSw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346599380?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346599380,2.303,5.444,1.528,0.647,27,5.571,1.342,0.702,14,5.308,1.75,13,0.588,,,0,,0,,0,,3.152,1.623,-0.336,33,,Arbitrary,,,,,,,,,,,,,,Verb,534,1168,634,1869,No,,0,0,1,2,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,0,Head,UnderChin,HeadAway,1,NA,0,8,m,Flat,0,NA,NA,Open,1,OneHanded,Straight,NA,Body,TorsoTop,BodyAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.006,0.178,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,2,-0.426,396,8,,,,,,,,,396,
disney,disney,D_03_035,D,3,35,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/g53-55thJDc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345983640?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345983640,2.117,3.167,1.606,-0.579,24,2.875,1.088,-0.752,16,3.75,2.315,10,-0.234,,,0.077,,0,,0.2,,1.2,0.707,-0.874,25,,Arbitrary,1.2,0.65,26,-0.99,1.06,0.24,-1.04,18,,,,,,Name,734,1802,1068,2269,No,,1,0,0,1,d,m,Curved,0,NA,NA,Open,1,OneHanded,None,1,Head,Chin,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.153,0.045,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.164,2,-0.536,290,0,DISNEY,"Disney, Walt Disney",DISNEY,2742,,,,,290,-
dispatch,dispatch,G_02_102,G,2,102,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Aw7aVg5bK38?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346773310?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346773310,2.545,4.63,1.523,0.243,27,5.083,1.443,0.509,12,4.267,1.534,15,0.03,send,ship,0,0.852,0,0.917,0,0.8,3.364,1.342,-0.097,33,,Arbitrary,,,,,,,,,,,,,,Verb,601,1201,601,1902,No,,0,0,0,1,flat_b,imrp,Flat,1,0,0,Open,0,AsymmetricalSameHandshape,Curved,0,Hand,PalmBack,HandAway,1,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.024,0.155,0.233,0.449,0.162,0.209,0.554,0.622,0.602,0.878,0.684,0.657,0.836,2,0.06,203,1,SEND,"deliver, dispatch, forward, send, to mail",SEND,613,,,,,203,Event
disrupt,disrupt,E_03_076,E,3,76,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/BmDnpZlo_qc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346069683?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346069683,1.82,5.2,1.375,0.531,30,5.214,1.424,0.492,14,5.188,1.377,16,0.565,,,0,,0,,0,,3,1.713,-0.223,31,,Arbitrary,,,,,,,,,,,,,,Verb,467,1134,667,1768,No,,0,0,0,1,curved_5,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.164,1,0.453,512,6,MESS,"chaos, chaotic, disrupt, hectic, mess, messed up, mess up, messy, thrown off",MESS,1616,,,,,512,None
dissect,dissect,J_03_019,J,3,19,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/CDZcjCvyfNE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346971084?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346971084,1.708,3.517,1.479,-0.354,29,3.4,1.549,-0.458,15,3.643,1.447,14,-0.243,surgery,"dissect, operate",0,0.862,0,0.733,0,1,4.652,1.465,0.973,23,,Perceptual,,,,,,,,,,,,,,Verb,667,1401,734,1902,No,,0,0,0,1,a,t,NA,NA,NA,NA,Open,NA,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerFront,Palm,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.015,0.025,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,3,-0.621,414,2,SURGERY,"cut, dissect, incision, medical, operate, operation, surgery",SURGERY,1149,,,,,414,None
dissolve,dissolve,J_03_081,J,3,81,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/et8siztSKoA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346974187?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346974187,1.982,4.655,1.37,0.309,29,4.667,1.397,0.272,15,4.643,1.393,14,0.348,solve,"dissolve, melt, quiet, resolve, solution",0,0.69,0,0.667,0,0.714,2.87,0.968,0.085,23,,Arbitrary,,,,,,,,,,,,,,Verb,567,1401,834,2002,No,,0,0,0,1,flat_o,imrp,Flat,1,0,0,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,flat_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.162,0.209,0.554,0.622,0.602,0.878,0.316,0.657,0.836,1,0.539,464,2,DISSOLVE,"dissolve, fade, go away, melt, resolve, solution, solve",DISSOLVE,1262,,,,,464,Event
