EntryID,LemmaID,Code,HandshapeImage,HandshapeImage : URL
cowboy,cowboy,F_01_018,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
crack,crack,F_03_067,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
cracker,cracker,C_01_081,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
cracker_2,cracker_2,K_03_093,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
cranky,cranky,H_02_104,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
crash,crash,J_02_017,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
crash_plane,crash_plane,K_01_034,"<img src=""https://aslcdi.website/images/handshape_images/ily.png"" />",
crawl,crawl,D_01_068,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
crawl_2,crawl_2,K_02_088,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
crazy,crazy,D_03_040,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
cream,cream,F_02_010,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cream_2,cream_2,K_01_046,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
create,create,D_03_076,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
credit_card,credit_card,B_02_057,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
crewcut,crewcut,K_02_127,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
criticize,CANCEL,F_03_083,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
crocodile,crocodile,D_01_081,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cross,cross,C_01_067,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cross_2,cross_2,H_01_007,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
cross_3,cross_3,K_03_028,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
cross_heart,cross_heart,J_01_064,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
crown,crown,F_01_016,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
crumple,crumple,K_01_124,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
cry,cry,B_03_028,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
cry_2,cry_2,K_01_003,"<img src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />",
cry_3,cry_3,K_02_040,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
cry_4,cry_4,K_03_060,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
culture,culture,H_01_051,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
cup,cup,A_01_010,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
curious,curious,F_03_051,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
curl,curl,J_01_052,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
curl_2,curl_2,K_01_072,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
curly_hair,curly_hair,H_02_007,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
curtain,curtain,A_02_025,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
curtsey_1,curtsey_1,K_02_006,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
curtsey_2,curtsey_2,K_03_038,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
cut_1,cut_1,E_02_046,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
cut_2,cut_2,F_01_065,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
cute_1,cute_1,B_03_087,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
cute_2,cute_2,C_01_045,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
damn,damn,F_01_098,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dance,dance,B_02_063,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
dancer,dancer,A_02_034,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
danger,danger,E_02_067,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
dark_1,dark,E_01_012,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
dark_2,dark,J_03_094,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
dart,dart,C_03_029,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
date,date,G_01_031,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
daughter,daughter,E_02_023,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
day,day,C_01_044,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
deaf_1,deaf,F_03_038,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
deaf_2,deaf,E_03_098,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
deaf_school,deaf_school,H_01_022,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
deal_cards,deal_cards,J_02_074,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
death,death,A_01_076,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
decide_1,decide,B_02_074,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
decide_2,decide,D_03_057,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
decline,decline,F_01_001,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
decorate_1,decorate_1,K_01_073,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
decorate_2,decorate_2,K_02_030,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
dedicate_1,dedicate_1,F_03_085,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dedicate_2,dedicate_2,G_03_094,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
deep,deep,C_03_006,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
deer,deer,A_03_060,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
defeat,defeat,G_03_090,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
deflate,deflate,E_01_079,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
degree,degree,J_01_021,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
delegate,delegate,H_03_001,"<img src=""https://aslcdi.website/images/handshape_images/bent_l.png"" />",
deliberate,deliberate,H_02_009,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
delicious,delicious,B_01_082,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
delinquent,delinquent,F_02_003,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
demand,demand,D_03_080,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
demote,demote,J_03_031,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
dent,dent,H_02_030,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
dentist,dentist,A_01_014,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
dentist_2,dentist_2,K_03_027,"<img src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />",
deny,deny,D_02_039,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
deodorant,deodorant,A_01_086,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
department,department,C_02_033,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
depend_on,depend_on,H_03_076,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
depress,depress,E_02_059,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
depth,depth,F_02_018,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
desert,desert,A_03_008,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
design,design,J_03_104,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dessert,dessert,F_01_094,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
destroy,destroy,E_03_052,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
develop_1,develop,J_03_092,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
develop_2,develop,H_01_050,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
devil,devil,A_01_079,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
devour,devour,K_01_047,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
diamond,diamond,A_01_066,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
diaper,diaper,A_02_002,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
dice,dice,D_02_036,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
dictionary,dictionary,F_03_035,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
die,die,D_02_021,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
different,different,E_03_095,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
different_situation,different_situation,J_01_075,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
dig,dig,K_02_119,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
dig_up,dig_up,G_02_019,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
dilemma,dilemma,J_01_003,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
dining_room,dining_room,F_02_049,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
dinner_1,dinner,G_03_044,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
dinner_2,dinner,J_02_023,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dinosaur,dinosaur,A_01_031,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
dinosaur_2,dinosaur_2,K_03_047,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dip_1,dip_1,J_01_063,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
dip_2,dip_2,K_01_065,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
dip_3,dip_3,K_02_052,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
director,director,H_01_014,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
dirty,dirty,C_03_026,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
disagreement,disagreement,B_02_066,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
disappear,disappear,D_01_036,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
disappoint,disappoint,G_03_018,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
disconnect,disconnect,H_01_017,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
discuss,discuss,E_03_081,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dislike,dislike,F_03_006,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
disney,disney,D_03_035,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dispatch,dispatch,G_02_102,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
disrupt,disrupt,E_03_076,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
dissect,dissect,J_03_019,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
dissolve,dissolve,J_03_081,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
distracted,distracted,F_02_098,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
dive_1,dive,D_02_029,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
divide,divide,E_02_018,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
divorce,divorce,C_01_063,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dizzy,dizzy,H_02_102,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
do_do,do_do,E_01_096,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
doctor,doctor,A_03_020,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
doctor_2,doctor_2,K_03_015,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
document,document,H_01_097,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
doesnt_matter,doesnt_matter,F_03_031,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
dog,dog,A_01_056,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dog_2,dog_2,K_01_055,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
dog_3,dog,J_02_068,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dog_4,dog,H_02_103,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
doll,doll,C_02_049,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
dolphin,dolphin,A_03_057,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
dolphin_2,dolphin_2,K_02_021,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dolphin_3,dolphin_3,K_03_032,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
dominant,dominant,J_01_087,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
donkey,donkey,J_01_012,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
dont_care,dont_care,G_03_082,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
dont_feel_like,dont_feel_like,J_01_005,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dont_know,dont_know,E_03_049,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
dont_like,dont_like,F_01_033,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
dont_mind,dont_mind,B_03_033,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dont_need,dont_need,H_01_104,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
dont_want,dont_want,E_02_014,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
donut,donut,F_01_071,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
door,door,A_03_052,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
dormitory,dormitory,A_01_059,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
double,double,H_03_084,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
doubt,doubt,B_01_057,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
down,down,G_03_055,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
downhill,downhill,H_03_012,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
download,download,C_03_046,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
downsize_1,downsize,C_01_055,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
downsize_2,downsize,D_02_058,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
drag,drag,J_02_039,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
drag,drag,K_01_022,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
dragon,dragon,F_01_011,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
draw,draw,D_02_063,"<img src=""https://aslcdi.website/images/handshape_images/i.png"" />",
drawer,drawer,A_01_082,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
dreadlocks,dreadlocks,G_02_069,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
dream,dream,B_02_044,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dress,dress,A_03_046,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
dress_up,dress_up / fashion,J_03_057,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
dresser,dresser,F_03_075,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
dribble,dribble,K_02_074,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
drill,drill,D_02_044,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
drink,drink,B_02_012,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
drink_2,drink_2,K_03_092,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
drip,drip,F_02_102,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
drive,drive,E_02_053,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
drop,drop,C_03_052,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
drown,drown,D_01_017,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
drown_2,drown_2,K_01_093,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
drown_3,drown_3,K_02_111,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
drown_4,drown_4,K_03_077,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
drown_5,drown_5,K_01_045,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
drug,drug,F_01_040,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
drum,drum,A_03_075,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
drunk,drunk,C_03_077,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
dry,dry,F_03_005,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dryer,dryer,C_01_007,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
duck,duck,D_01_079,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
duck_2,duck_2,K_02_068,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
due,due,H_03_011,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
dumb,dumb,A_02_028,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
duty,duty,H_03_008,"<img src=""https://aslcdi.website/images/handshape_images/d.png"" />",
dye,dye,F_02_092,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
each,each,F_02_059,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
each_other,each_other,H_02_076,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
eagle,eagle,D_03_066,"<img src=""https://aslcdi.website/images/handshape_images/bent_l.png"" />",
eagle_2,eagle_2,K_03_021,"<img src=""https://aslcdi.website/images/handshape_images/r.png"" />",
ear,ear,D_02_071,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
early,early,G_01_018,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
earmuffs,earmuffs,F_03_016,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
earn,earn,C_03_055,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
earring,earring,C_03_011,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
ears_up,ears_up,E_02_099,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
earth,earth,C_03_002,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
earthquake,earthquake,A_03_039,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
easel,easel,F_01_044,"<img src=""https://aslcdi.website/images/handshape_images/i.png"" />",
east,east,D_03_082,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
easter,easter,E_03_032,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
easy,easy,D_01_070,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
easy_to_do,easy_to_do,G_02_073,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
eat_1,eat,B_02_002,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
eat_2,eat,B_03_082,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
eclipse,eclipse,F_02_015,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
edge,edge,E_03_099,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
edit_1,edit,F_01_068,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
edit_2,edit,G_02_057,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
effect,effect,G_02_044,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
egg,egg,A_03_011,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
egg_beater,egg_beater,E_01_007,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
ego,ego,D_01_014,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
egypt,egypt,C_02_042,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
eight,eight,J_02_099,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
either,either,J_01_085,"<img src=""https://aslcdi.website/images/handshape_images/flat_v.png"" />",
electrician,electrician,A_02_005,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
electrocute,electrocute,K_01_096,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
elegance,elegance,D_03_042,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
elementary_school,elementary_school,J_01_070,"<img src=""https://aslcdi.website/images/handshape_images/closed_e.png"" />",
elephant,elephant,A_02_059,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
elevator_1,elevator,E_03_072,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
elevator_2,elevator,G_03_036,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
elevator_3,elevator_3,K_03_002,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
eleven,eleven,E_01_052,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
email,email,B_03_083,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
embarrass,embarrass,C_01_014,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
emotion,emotion,B_03_005,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
emperor,emperor,C_03_005,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
emphasis,emphasis,F_03_086,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
empty_1,empty_1,E_02_072,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
empty_2,empty_2,J_01_077,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
end,end,E_01_074,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
enemy,enemy,E_02_045,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
energy,energy,G_02_056,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
engagement,engagement,B_01_084,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
engine_start,engine_start,E_01_036,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
engineer,engineer,A_03_014,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
english,english,A_01_011,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
enjoy,enjoy,D_03_033,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
enough,enough,D_01_084,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
enter,enter,E_02_076,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
envelope,envelope,D_02_020,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
envelope_2,envelope_2,K_02_100,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
envelope_3,envelope_3,K_03_062,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
envelope_4,envelope_4,K_01_041,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
envelope_5,envelope_5,K_02_107,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
environment,environment,J_01_022,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
equal,equal,C_01_052,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
erase,erase,J_03_085,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
erase_2,erase_2,K_03_098,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
erase_3,erase_3,K_01_099,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
erase_4,erase_4,K_02_042,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
erase_5,erase_5,K_03_095,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
eraser,eraser,C_01_072,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
erupt_1,erupt_1,H_03_017,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
erupt_2,erupt_2,K_01_119,"<img src=""https://aslcdi.website/images/handshape_images/open_e.png"" />",
escalate,escalate,H_01_033,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
escalator,escalator,F_01_036,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
escape,escape,G_01_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
europe,europe,C_02_010,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
evaluate,evaluate,A_03_015,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
even_1,even,F_03_057,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
evening,night,D_02_047,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
event,event,F_03_049,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
every_night,every_night,J_02_058,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
every_year,every_year,H_02_041,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
everyday,everyday,E_01_084,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
everything,everything,F_03_084,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
evidence,evidence,G_03_103,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
example,example,G_02_024,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
excited,excited,H_01_102,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
excuse,excuse,D_03_052,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
exercise,exercise,C_01_084,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
expect,expect,F_02_068,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
expensive,expensive,C_01_064,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
experience,experience,B_02_064,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
experienced,experienced,F_02_023,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
experiment,experiment,H_03_002,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
expert,expert,J_03_099,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
explanation,explanation,C_02_053,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
explode,explode,H_01_053,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
express,express,J_01_009,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
eye_turn,eye_turn,H_03_039,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
eyeglasses,eyeglasses,A_01_012,"<img src=""https://aslcdi.website/images/handshape_images/bent_l.png"" />",
eyes,eyes,C_01_062,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
eyes_awake,eyes_awake,G_01_041,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
face,face,E_01_053,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
faculty,faculty,J_02_061,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
fade,fade,J_02_053,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
