EntryID,LemmaID,Code,HandshapeImage,HandshapeImage : URL
match,match,D_01_050,"<img src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />",
math,math,A_03_027,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
maybe,maybe,B_03_022,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
mcdonalds_2,mcdonalds,C_01_035,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
me,me,B_01_068,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mea_culpa,mea_culpa,K_03_048,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
mean_1,mean_1,B_02_069,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
mean_2,mean_2,C_01_046,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
measure,measure,C_02_037,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
measure_2,measure_2,K_02_054,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
meat,meat,D_02_022,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
meat_2,meat_2,F_03_021,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
mechanic_1,mechanic,A_03_030,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
mechanic_2,mechanic,D_01_066,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
medicine,medicine,C_03_040,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
meditate_1,meditate,J_01_037,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
meditate_2,meditate_2,K_03_061,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
meditate_3,meditate_3,K_01_033,"<img src=""https://aslcdi.website/images/handshape_images/stacked_5.png"" />",
meet,meet,D_02_018,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
meeting,meeting,C_03_082,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
megaphone,megaphone,G_03_102,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
melon,melon,G_03_025,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
melt,melt,F_01_050,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
member,member,F_02_046,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
memorize,memorize,G_03_081,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
memorize_memorize,memorize_memorize,E_03_010,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
mention,mention,J_03_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mess,mess,J_03_008,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
metal,metal,D_02_037,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
metaphor,metaphor,D_02_059,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
mexican_1,mexican_1,J_02_045,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
mexican_2,mexican_2,H_03_091,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
microphone,microphone,F_02_096,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
microscope,microscope,A_03_076,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
microscope_2,microscope,F_02_053,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
microscope_3,microscope_3,K_02_008,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
microwave,microwave,A_02_043,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
middle,middle,H_01_039,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
milk,milk,A_01_051,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
milk_2,milk_2,K_03_070,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
mime,mime,D_03_019,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
mind,mind,B_01_046,"<img src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />",
mind_turned,mind_turned,J_01_034,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mine,mine,K_01_030,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
minimum,minimum,J_03_077,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
minute,minute,B_01_074,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mirror,mirror,A_03_034,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
mischievous,mischievous,E_02_035,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
miss,miss,G_02_049,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
missing,missing,E_02_017,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
misunderstand,misunderstand,C_03_027,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
mix_1,mix_1,H_02_010,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
mix_2,mix_2,K_02_098,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
mix_3,mix_3,K_03_118,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mock,mock,C_01_015,"<img src=""https://aslcdi.website/images/handshape_images/horns.png"" />",
model_1,model_1,H_02_089,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
model_2,model_2,J_02_005,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
monday,monday,C_03_070,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
money,money,C_01_042,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
money_2,money_2,K_01_104,"<img src=""https://aslcdi.website/images/handshape_images/stacked_5.png"" />",
monkey,monkey,A_01_016,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
monster,monster,F_03_014,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
month,month,A_01_073,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
moon,moon,A_01_036,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
moose,moose,G_02_100,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
mop,mop,A_02_090,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
mop_2,mop_2,K_02_064,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
more,more,B_03_032,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
morning,morning,C_02_012,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
mosquito,mosquito,H_03_053,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
most,most,E_01_085,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
mother,mother,B_02_008,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
motivation_1,motivation_1,E_02_047,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
motivation_2,motivation_2,G_03_037,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
motorcycle,motorcycle,D_01_011,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
mountain,mountain,A_01_055,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
mountain_2,mountain_2,K_03_108,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
mouse,mouse,A_03_009,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
mouth,mouth,C_02_087,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
move,move,D_03_090,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
move_down,move_down,G_01_053,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
movie,movie,D_01_026,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
movies,movie,B_03_077,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
much,much,B_01_061,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
mummy,mummy,G_03_077,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
murder ,murder ,F_02_077,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
muscle,muscle,G_01_095,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
museum,museum,C_01_024,"<img src=""https://aslcdi.website/images/handshape_images/flat_m.png"" />",
mushroom,mushroom,E_02_089,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
music,music,A_01_080,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
must,must,F_02_004,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
mustache,mustache,B_01_021,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
my,my,C_01_060,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
myself,myself,D_03_024,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
nail,nail,G_03_010,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
nail_clipper,nail_clipper,E_01_077,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
naked,naked,H_01_087,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
name,name,D_01_021,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
napkin,napkin,A_03_019,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
navel,navel,E_03_007,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
navy,navy,H_03_049,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
near,near,G_01_014,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
neck,neck,F_02_081,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
necklace,necklace,A_02_072,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
necklace_2,necklace_2,K_01_071,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
necklace_3,necklace_3,K_02_080,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
necklace_4,necklace_4,K_03_090,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
need,need,C_02_034,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
needle,needle,H_02_077,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
negative,negative,J_01_008,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
nephew,nephew,A_01_005,"<img src=""https://aslcdi.website/images/handshape_images/flat_n.png"" />",
nerve,nerve,G_02_045,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
net,net,G_02_021,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
network,network,J_02_075,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
neutral,neutral,A_03_021,"<img src=""https://aslcdi.website/images/handshape_images/flat_n.png"" />",
never,never,C_02_079,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
new,new,B_02_070,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
new_york,new_york,B_01_034,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
news_to_me,news_to_me,H_01_078,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
newspaper,newspaper,D_02_053,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
next,next,E_03_080,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
next_down,next_down,J_03_101,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
next_to,next_to,F_03_008,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
next_year,next_year,J_03_083,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
nice,nice,G_03_059,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
niece,niece,E_01_080,"<img src=""https://aslcdi.website/images/handshape_images/flat_n.png"" />",
night,night,A_01_003,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
nine,nine,E_03_008,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
no,no,C_03_041,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
no_big_deal,no_big_deal,H_03_044,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
noise,noise,E_02_031,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
none,none,J_02_046,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
nonsense,nonsense,G_03_071,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
noon_1,noon,G_03_002,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
noon_2,noon,G_02_014,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
noose,noose,G_02_076,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
normal,normal,F_02_036,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
north,north,C_01_080,"<img src=""https://aslcdi.website/images/handshape_images/flat_n.png"" />",
nose,nose,G_03_075,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
nose_bleed,nose_bleed,K_01_092,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
not,not,E_01_100,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
not_a_thing,not_a_thing,J_02_088,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
not_care,not_care,D_03_044,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
not_interested,not_interested,E_01_082,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
not_mind,not_mind,G_01_060,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
not_understand,not_understand,G_01_049,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
not_used_to,not_used_to,F_03_100,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
not_yet,not_yet,D_01_044,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
nothing,nothing,B_01_079,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
nothing_2,nothing_2,E_02_065,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
nothing_at_all,nothing_at_all,J_03_032,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
now,now,C_03_062,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
numbers,numbers,C_02_051,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
nurse,nurse,C_03_065,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
nut,nut,D_02_073,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
nut_2,nut_2,K_02_066,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
obsess,obsess,J_03_002,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
obvious,obvious,E_03_056,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
ocean,ocean,G_03_076,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
octopus,octopus,F_03_007,"<img src=""https://aslcdi.website/images/handshape_images/stacked_5.png"" />",
off,off,E_01_027,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
off_the_point,off_the_point,D_01_025,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
offend,offend,D_03_039,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
offhand,offhand,E_01_072,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
office,office,A_01_063,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
often,often,J_02_106,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
oh_I_see,oh_i_see,E_01_038,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
oil_1,oil,H_02_078,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
oil_2,oil_2,K_03_068,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
oil_3,oil_3,K_01_077,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
ok,ok,F_03_080,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
old,old,D_01_007,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
oldest,oldest,H_03_024,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
on,on,E_03_004,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
once,once,J_02_059,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
one,one,F_03_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
one_more_1,one_more_1,H_03_041,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
one_more_2,one_more_2,J_01_066,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
one_year_ago,one_year_ago,H_02_043,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
onion,onion,A_03_038,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
only_one_2,only_one_2,H_01_001,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
ooh,ooh,H_01_013,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
oops,oops,D_03_056,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
open,open,G_03_088,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
open_book,open_book,E_02_022,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
open_wallet,open_wallet,E_03_002,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
operate_machine,operate_machine,G_02_026,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
opinion_1,opinion_1,J_01_108,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
opinion_2,opinion_2,H_03_101,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
opportunity,opportunity,J_02_090,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
option,option,F_01_092,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
or,or,F_03_081,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
oral,oral,C_03_024,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
orange,orange,A_02_020,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
orange_eyes,orange_eyes,E_03_087,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
orange_throat,orange_throat,F_02_039,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
order_1,order_1,C_02_064,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
order_2,order_2,C_03_036,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
organization,organization,J_03_033,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
ostrich,ostrich,F_03_098,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
other,other,B_02_043,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
our,our,G_02_067,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
out,out,E_02_066,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
outside,outside,E_03_071,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
over,over,F_03_079,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
overlook,overlook,G_01_066,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
overnight,overnight,J_01_076,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
overtake,overtake,J_02_007,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
overwhelmed,overwhelmed,G_03_064,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
owe,owe,C_01_089,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
owl,owl,D_01_087,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
own,own,D_03_046,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
pack,pack,H_02_060,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
page,page,G_01_070,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
pageant,pageant,H_02_100,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
pain,pain,C_03_033,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
paint,paint,D_01_048,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
paintbrush,paintbrush,A_02_079,"<img src=""https://aslcdi.website/images/handshape_images/open_h.png"" />",
pair,pair,H_03_031,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
pancake,pancake,G_03_068,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
pants,pants,A_01_058,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
pants_2,pants_2,K_02_104,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
paper,paper,A_01_026,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
papercutter,papercutter,A_03_082,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
parachute,parachute,A_01_021,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
parachute_2,parachute_2,K_03_005,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
parachute_3,parachute_3,K_01_059,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
parade,parade,B_02_039,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
paragraph,paragraph,E_02_090,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
parallel,parallel,H_03_067,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
paranoid,paranoid,J_02_021,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
parents,parents,B_03_044,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
park,park,E_03_028,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
party_1,party,F_02_001,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
party_2,party,G_02_059,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
pass,pass,H_03_033,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
pass_out,pass_out,G_02_002,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
passport,passport,E_01_103,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
past,past,C_01_049,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
patient_1,patient_1,B_01_060,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
patient_2,patient_2,B_01_085,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
patient_3,patient_2,D_02_056,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
pay,pay,F_01_082,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
pay_off_bills,pay_off_bills,F_03_036,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
peace,peace,B_01_089,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
peach,peach,A_01_070,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
peach_2,peach_2,K_02_087,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
peacock,peacock,G_02_088,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
peanut_butter,peanut_butter,E_02_077,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
pear,pear,F_02_006,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
peas_1,peas_1,F_01_017,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
peas_2,peas_2,F_02_052,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
peck,peck,K_03_010,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
peekaboo,peekaboo,E_02_026,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
peel_1,peel_1,H_03_052,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
peel_2,peel_2,K_01_052,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
peel_3,peel_3,K_02_103,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
peg,peg,D_02_006,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
peg_2,peg_2,K_03_083,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
peg_3,peg_3,K_01_103,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
pen,pen,E_02_097,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
pencil,pencil,A_02_053,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
penguin,penguin,F_01_088,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
penis,penis,F_03_095,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
penny,penny,D_01_049,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
people,people,C_01_009,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
pepper,pepper,A_02_085,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
pepsi,pepsi,C_01_021,"<img src=""https://aslcdi.website/images/handshape_images/i.png"" />",
perceive,perceive,J_02_063,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
percent,percent,C_02_082,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
perfect,perfect,D_01_008,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
perfume,perfume,A_02_073,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
perfume_2,perfume_2,F_01_046,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
period,period,J_02_107,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
permission,permission,G_03_093,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
persistent,persistent,E_01_078,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
person,person,B_01_066,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
perspective,perspective,H_01_006,"<img src=""https://aslcdi.website/images/handshape_images/flat_v.png"" />",
persuade,persuade,G_01_091,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
pet,pet,F_01_063,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
pet_2,pet_2,K_02_085,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
pharmacist,pharmacist,E_01_051,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
philadelphia,philadelphia,H_02_023,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
philosophy,philosophy,H_03_095,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
photography,photography,J_01_038,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
physics,physics,E_03_014,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
piano,piano,A_03_029,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
pick_2,pick_2,K_03_071,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
pickle,pickle,H_03_098,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
picnic,picnic,E_03_040,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
picture,picture,A_02_042,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
pie,pie,A_01_074,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
pig,pig,A_02_032,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
pile,pile,B_02_077,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
pill,pill,B_01_050,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
pillow,pillow,A_02_019,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
