"EntryID","LemmaID","Code","Batch","List","Item","YouTube Video","VimeoVideoHTML","VimeoVideo","SubtLexUSLog10WF","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","SignFrequency(M-Nonnative)","SignFrequency(SD-Nonnative)","SignFrequency(N-Nonnative)","SignFreq(Z-Nonnative)","GuessAccuracy","DominantTranslation","PercentUnknown","PercentGlossAgreement","PercentUnknown(Native)","PercentGlossAgreement(Native)","PercentUnknown(Nonnative)","PercentGlossAgreement(Nonnative)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","IconicityType","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(Z) native","D.Iconicity(N) native","H statistic","Transparency(M)","Transparency SD","Transparency Z","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","InCDI","CDI Semantic Category","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","RepeatedMovement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","RepeatedMovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","RepeatedMovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","RepeatedMovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","RepeatedMovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","RepeatedMovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Phonological Complexity","PhonotacticProbability","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","SignBankAnnotationID","SignBankEnglishTranslations","SignBankLemmaID","SignBankSemanticField","SignBankReferenceID","bglm_aoa","empirical_aoa"
"accent","accent","E_01_073","E","1","73","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0ZVDgqxdF4U?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346053390?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346053390","2.794","3.094","1.594","-0.681","35","2.750","1.603","-0.911","15","3.300","1.593","20","-0.543","","","0.086","","0.200","","0.000","","1.917","1.176","-0.755","24","","Arbitrary","","","","","","","","","","","","","Noun","434.00","1502.00","1068.00","2035.00","No","","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","1","Body","Neck","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.006","0.000","0.153","0.261","0.409","0.791","0.446","0.622","0.000","0.000","0.684","0.343","0.164","1","-0.526","106","1","ACCENT","accent, dialect, language, regional language","ACCENT","Attribute","584","",""
"accept","accept","H_02_042","H","2","42","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lF52G-pHFEk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346802940?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346802940","3.430","5.500","1.072","0.812","28","5.786","1.051","1.013","14","5.214","1.051","14","0.611","","","0.000","","0.000","","0.000","","2.739","1.573","-0.215","23","","Arbitrary","","","","","","","","","","","","","Verb","367.00","1268.00","901.00","1735.00","No","","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","1","Open","1","SymmetricalOrAlternating","Straight","0","Body","TorsoTop","NA","1","flatspread_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.094","0.032","0.000","0.457","0.449","0.162","0.209","0.554","0.622","0.398","0.122","0.316","0.657","0.836","1","-0.131","140","1","ACCEPT","accept, adopt, agree to, embrace, own, passive, take responsibility for, tolerate","ACCEPT","Event","2045","",""
"access","access","H_02_086","H","2","86","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/p1dbHjX-IIE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346883874?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346883874","3.208","5.036","1.170","0.527","28","5.214","1.122","0.647","14","4.857","1.231","14","0.406","","","0.000","","0.000","","0.000","","2.565","1.376","-0.274","23","","Arbitrary","","","","","","","","","","","","","Noun","334.00","1368.00","1034.00","1935.00","No","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","1","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.077","0.155","0.457","0.449","0.409","0.791","0.446","0.622","0.602","0.878","0.684","0.657","0.836","2","0.363","459","6","ACCESS","access, accessible, accessibility, admission, entrance","ACCESS","-","2046","",""
"accident","accident","B_02_059","B","2","59","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uMiC6MgRxzg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345555544?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345555544","3.618","4.120","1.833","-0.326","25","4.071","1.592","-0.344","14","4.182","2.183","11","-0.302","0.000","","0.000","","0.000","","0.000","","3.300","1.896","0.263","30","","Arbitrary","4.07","1.71","31","0.62","3.77","1.80","0.50","22","2.23","4.42","1.02","0.42","Verb","400.00","1101.00","701.00","1635.00","No","","0","0","0","1","5","0","imrp","FullyOpen","1","1","1","Open","1","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.409","0.209","0.554","0.622","0.398","0.122","0.316","0.657","0.836","1","0.486","512","1","ACCIDENT","accident, collide, crash, hit, oops, vehicle, wreck","ACCIDENT","Event","2047","",""
"accomplish","accomplish","C_02_085","C","2","85","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VjiH3tFdNOE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345590018?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345590018","2.476","4.467","1.456","0.078","30","4.611","1.420","0.057","18","4.250","1.545","12","0.108","0.000","","0.000","","0.000","","0.000","","1.963","1.506","-0.398","27","","Arbitrary","1.77","1.33","30","-0.59","1.67","1.11","-0.70","21","2.55","3.00","1.75","-0.32","Verb","601.00","1201.00","601.00","2002.00","No","","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Straight","1","Head","HeadAway","HeadAway","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.266","0.066","0.178","0.457","0.261","0.409","0.791","0.446","0.378","0.000","0.000","0.684","0.343","0.164","1","-0.343","469","0","SUCCEED","accomplish, at last, effective, finally, pah, succeed, success","ACCOMPLISH","None","453","",""
"accordion","accordion","F_02_048","F","2","48","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AjArxbE7gPc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346495091?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346495091","1.833","1.737","1.284","-1.423","27","1.875","1.458","-1.291","14","1.636","1.206","13","-1.519","","","0.296","","0.429","","0.154","","6.065","1.611","1.180","31","","Pantomimic","","","","","","","","","","","","","Noun","467.00","1969.00","1502.00","2569.00","No","","0","0","0","1","s","0","imrp","FullyClosed","0","NA","NA","Closed","1","SymmetricalOrAlternating","Straight","1","Neutral","Neutral","Neutral","0","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.067","0.791","0.446","0.378","0.000","0.000","0.316","0.343","0.836","1","-0.065","524","7","ACCORDION","accordion, musical instrument","ACCORDION","None","3331","",""
"accountant","accountant","A_03_044","A","3","44","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gCBfJJUAPqk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344228699?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344228699","2.500","3.240","1.832","-0.381","25","3.067","1.907","-0.424","15","3.500","1.780","10","-0.316","","","0.000","","0.000","","0.000","","2.476","1.436","-0.496","21","","Arbitrary","1.55","0.96","31","-0.90","1.47","0.84","-0.89","19","","","","","Noun","400.00","1235.00","834.00","1602.00","No","","0","0","1","2","f","1","i","Curved","0","NA","NA","Open","1","AsymmetricalDifferentHandshape","Straight","1","Hand","Palm","NA","1","B","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","NA","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.077","0.000","0.457","0.261","0.225","0.791","0.446","0.622","0.000","0.000","0.316","0.657","0.836","1","-0.261","397","6","ACCOUNTANT","accountant, count, money, person","ACCOUNTANT","People","2439","",""
"acquire","acquire","H_01_034","H","1","34","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4EB8q_Ms2GU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346791147?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346791147","2.134","5.250","1.295","0.676","28","5.286","1.383","0.710","14","5.214","1.251","14","0.641","","","0.000","","0.000","","0.000","","2.350","1.755","-0.517","20","","Arbitrary","","","","","","","","","","","","","Verb","367.00","1235.00","868.00","1869.00","No","","0","0","0","1","8","1","m","Flat","1","NA","NA","Open","1","SymmetricalOrAlternating","Straight","1","Neutral","Neutral","Neutral","0","8","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.045","0.162","0.209","0.446","0.378","0.000","0.000","0.316","0.657","0.836","2","-0.191","449","3","ACQUIRE","acquire, acquisition, pick up","ACQUIRE","Event","2048","",""
"act","act","B_02_038","B","2","38","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KFScZThsE_o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345537677?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345537677","3.746","4.280","1.208","-0.214","25","4.286","0.914","-0.225","14","4.273","1.555","11","-0.200","0.000","","0.000","","0.000","","0.000","","1.600","1.003","-0.539","30","","Arbitrary","1.48","1.06","31","-0.73","1.50","1.10","-0.70","22","2.16","3.79","1.48","-0.05","Verb","334.00","901.00","567.00","1468.00","No","","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Circular","1","Body","TorsoTop","TorsoTop","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.094","0.032","0.011","0.076","0.057","0.000","0.000","0.446","0.622","0.000","0.000","0.000","0.657","0.836","3","-0.929","58","8","ACT","act, drama, perform, performance, put on a play, show, theater","ACT","Event","5","",""
"action","action","C_01_026","C","1","26","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/x-7Vhj7Yub0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345577398?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345577398","3.494","4.533","1.383","-0.017","30","4.944","1.110","0.168","18","3.917","1.564","12","-0.294","0.000","","0.000","","0.000","","0.000","","2.200","1.400","-0.336","30","","Arbitrary","2.17","1.18","30","-0.38","2.14","1.11","-0.45","21","2.56","3.05","1.70","-0.25","Noun","501.00","1168.00","667.00","1835.00","No","","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","SymmetricalOrAlternating","Circular","1","Neutral","Neutral","Neutral","0","c","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.076","0.449","0.225","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","0.390","126","2","ACTION","act, action, activity, behavior, do, event","ACTION","None","2440","",""
"actor","actor","A_03_047","A","3","47","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/A9NW9vQeGxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344240685?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344240685","3.128","4.440","1.635","0.230","25","4.533","1.407","0.330","15","4.300","2.003","10","0.081","","","0.000","","0.000","","0.000","","1.524","0.814","-0.941","21","","Arbitrary","1.55","0.93","31","-0.90","1.58","0.96","-0.83","19","","","","","Noun","300.00","1235.00","934.00","1602.00","No","","0","0","1","2","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Circular","1","Body","TorsoTop","BodyAway","1","a","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","NA","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.094","0.032","0.045","0.076","0.057","0.000","0.000","0.446","0.622","0.000","0.000","0.000","0.657","0.836","3","-0.917","58","8","ACTOR","act, acting, actor, actress, entertainer, performer, thespian","ACTOR","People","2049","",""
"add","add","E_02_030","E","2","30","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/eXoqAy_wQq8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346058080?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346058080","3.227","5.188","1.203","0.520","32","5.000","1.363","0.407","15","5.353","1.057","17","0.619","","","0.000","","0.000","","0.000","","2.900","2.023","-0.469","30","","Arbitrary","","","","","","","","","","","","","Verb","501.00","1235.00","734.00","1935.00","No","","0","0","0","1","flatspread_5","1","imrp","Flat","1","1","1","Open","1","DominanceViolation","Curved","0","Hand","HandAway","FingerUlnar","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.023","0.250","0.035","0.003","0.233","0.449","0.162","0.209","0.554","0.622","0.398","0.122","0.316","0.657","0.836","2","-0.296","185","0","ADD","add, bonus, enhance, extra, in addition to, math","ADD","None","651","",""
"addict","addict","H_02_073","H","2","73","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Zm6u6jjEEs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346883343?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346883343","2.438","4.250","1.378","0.101","28","4.571","1.222","0.279","14","3.929","1.492","14","-0.078","","addict","0.000","0.750","0.000","0.786","0.000","0.714","2.391","1.158","-0.329","23","","Arbitrary","","","","","","","","","","","","","Noun","534.00","1368.00","834.00","1902.00","No","","0","0","0","1","bent_1","1","i","Bent","0","NA","NA","Closed","0","OneHanded","Straight","0","Head","Mouth","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.046","0.000","0.457","0.261","0.099","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.836","1","-0.081","342","2","ADDICT","addict, addicted, addiction, habit, hooked","ADDICT","Attribute","2050","",""
"address","address","D_01_016","D","1","16","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZRL0r6UEeeQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345803454?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345803454","3.426","4.889","1.476","0.410","27","5.125","1.408","0.528","16","4.545","1.572","11","0.239","","","0.000","","0.000","","0.000","","1.486","0.804","-0.728","37","","Arbitrary","1.39","0.57","26","-0.87","1.44","0.62","-0.80","18","","","","","Noun","667.00","1568.00","901.00","2102.00","No","","1","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","Straight","0","Body","TorsoMid","TorsoTop","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.094","0.006","0.011","0.457","0.057","0.000","0.000","0.554","0.622","0.000","0.000","0.000","0.657","0.836","2","-0.647","192","5","LIVEa","address, alive, habitat, life, live, lives, reside, resident, survive","LIVE","None","1642","",""
