EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa 
think_over,think_over,D_02_054,D,2,54,,2.731,1.614,-0.811,26,0.037,3.176,1.704,-0.517,17,0,1.889,1.054,10,-1.367,0.1,think_over,0.731,0.824,0.556,"brainwashed, curling hair, curly, in process, mindless, running, wired",4.633,1.542,0.771,30,,NA,3,1.66,26,-0.05,3.06,1.75,0.02,18,,,,,,Verb,0,0,1,2,701,2202,1502,2736,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,None,0,Head,Forehead,NA,0,NA,0,1,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalSameHandshape,Circular,NA,Head,HeadAway,HeadAway,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.153,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,31,290,-0.205,0,,,,,,No,,,
hello,hello,D_02_055,D,2,55,4.475,6.519,1.014,1.341,27,0,6.294,1.213,1.134,17,0,6.9,0.316,10,1.692,0,,,,,,5.167,1.744,1.028,30,,Pantomimic,4.42,2.19,26,0.69,4.72,1.97,0.89,18,,,,,,Minor,0,0,0,1,634,1235,601,1768,closed_b,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,Straight,0,Head,Forehead,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0.178,0.457,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.836,8,341,0.491,1,HELLO,"greeting, hello, hey, hi",HELLO,None,482,Yes,Games and Routines,27,14
patient_3,patient_2,D_02_056,D,2,56,3.511,4.889,1.311,0.413,27,0,4.882,1.453,0.364,17,0,4.9,1.101,10,0.496,0,patient_3,0.407,0.412,0.4,"bear, endure, patience, suffer, suffering, tolerance, tolerate",1.733,1.143,-0.548,30,,Arbitrary,1.77,0.95,26,-0.68,1.89,1.08,-0.58,18,,,,,,Adjective,0,0,0,1,400,1535,1134,2035,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,0,Head,UpperLip,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.003,0.012,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,8,396,-0.489,2,,,,,,No,,,
walk,walk,D_02_057,D,2,57,4.042,6.111,1.05,1.086,27,0,6.294,0.92,1.131,17,0,5.8,1.229,10,1.011,0,,,,,,4.806,1.167,0.853,31,,Perceptual,5.23,1.51,26,1.08,4.72,1.36,0.86,18,,,,,,Verb,0,0,0,1,467,1568,1101,2202,open_b,imrp,FullyOpen,1,0,0,Open,0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.209,0.446,0.378,0.602,0.878,0.684,0.657,0.836,1,344,0.404,2,WALKb,"saunter, steps, walk",WALK,Event,314,Yes,Action Signs,27,23
downsize_2,downsize,D_02_058,D,2,58,0.954,4.111,1.502,-0.008,27,0,3.941,1.478,-0.146,17,0,4.4,1.578,10,0.228,0,downsize_2,0.519,0.471,0.6,"diminish, dwindle, endanger, endangered, less, shrink in number, shrinking",5.226,1.407,0.978,31,,NA,3.54,1.61,26,0.22,3.61,1.69,0.29,18,,,,,,Verb,0,0,0,1,734,1768,1034,2369,l,i,FullyOpen,0,NA,NA,Open,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,l,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.657,0.164,3,466,0.089,1,DOWNSIZErot,"decrease, downsize, eliminate, reduce, shrink",DOWNSIZE,Event,2469,No,,,
metaphor,metaphor,D_02_059,D,2,59,2.299,2.167,1.425,-1.245,18,0.333,2.636,1.629,-0.94,11,0.353,1.429,0.535,10,-1.723,0.3,,,,,,1.586,0.983,-0.632,29,,Arbitrary,2.14,1.39,26,-0.51,1.81,1.33,-0.61,18,,,,,,Noun,0,0,0,1,634,1401,767,2269,bent_1,i,Bent,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,PalmBack,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.011,0.233,0.261,0.099,0.791,0.554,0.622,0,0,0.684,0.343,0.164,3,189,-0.479,3,"~METAPHORx	",,,,,No,,,
there,there,D_02_060,D,2,60,5.346,5.963,1.285,1.001,27,0,6.176,1.131,1.098,17,0,5.6,1.506,10,0.838,0,,,,,,6.258,1.125,1.519,31,,NA,5.5,1.97,26,1.25,5.94,1.43,1.51,18,,,,,,Adverb,0,0,0,1,501,1168,667,1802,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,0,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,22,563,0.132,1,,,,,,No,,,
calendar,calendar,D_02_061,D,2,61,2.561,5.296,1.75,0.664,27,0,5.471,1.625,0.705,17,0,5,2,10,0.596,0,,,,,,1.839,1.241,-0.515,31,,Arbitrary,4.54,1.68,26,0.73,4.5,1.62,0.75,18,,,,,,Noun,0,0,0,1,601,1835,1235,2803,4,imrp,FullyOpen,0,1,0,Closed,0,AsymmetricalDifferentHandshape,X-shaped,0,Hand,Palm,HandAway,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.004,0.449,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.343,0.164,1,8,-0.063,4,CALENDAR,"calendar, chart, diagram, graph, graphic, layout, schedule, spreadsheet, table, waffle",CALENDAR,None,747,No,,,
pull,pull,D_02_062,D,2,62,3.873,3.778,1.695,-0.182,27,0,3.353,1.222,-0.468,17,0,4.5,2.173,10,0.305,0,,,,,,6.645,0.661,1.723,31,,Pantomimic,4.65,1.33,26,0.81,4.72,1.32,0.88,18,,,,,,Verb,0,0,0,1,701,1134,434,1768,baby_o,i,Bent,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,baby_o,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.099,0.791,0.554,0.378,0,0,0.316,0.657,0.836,10,497,0.144,1,PULL,"drag, draw, draw out, elicit, elicitation, get, get out, haul, jerk, lug, pull, pull out, recruit, tow, tug, yank",PULL,Event,229,Yes,Action Signs,43,28
draw,draw,D_02_063,D,2,63,3.314,4.741,1.678,0.365,27,0,4.824,1.468,0.363,17,0,4.6,2.066,10,0.37,0,,,,,,5,1.461,0.938,31,,Perceptual,4.92,1.47,26,0.92,4.72,1.49,0.85,18,,,,,,Verb,0,0,0,1,667,1435,767,2002,i,p,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,HandAway,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.034,0.033,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,2,35,-0.439,5,DRAW,"art, draw, drawing, illustration",DRAW,Event,444,Yes,Action Signs,34,23
bottle,bottle,D_02_064,D,2,64,3.413,3.846,1.759,-0.184,26,0.037,4.063,1.769,-0.09,16,0.059,3.5,1.78,10,-0.335,0,,,,,,4.258,1.413,0.603,31,,Perceptual,5.08,1.72,26,0.99,5,1.78,1,18,,,,,,Noun,0,0,0,1,601,1668,1068,2536,o,imrp,Curved,1,0,0,Open,1,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457,0.449,0.225,0.209,0.554,0.622,0.602,0.878,0.316,0.657,0.836,2,386,0.159,2,BOTTLE,"bottle, container",BOTTLE,None,47,Yes,Small Household Items,40,31
you,you,D_02_065,D,2,65,6.329,6.889,0.424,1.566,27,0,7,0,1.565,17,0,6.7,0.675,10,1.568,0,,,,,,6.839,0.898,1.803,31,,Perceptual,6.27,1.66,26,1.65,6.56,1.04,1.83,18,,,,,,Minor,0,0,0,1,334,901,567,1735,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,0,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,22,563,0.132,1,,,,,,Yes,Pronouns,26,16
interpreter,interpreter,D_02_066,D,2,66,1.964,6.148,0.949,1.11,27,0,6.059,1.088,0.989,17,0,6.3,0.675,10,1.315,0,,,,,,1.419,0.672,-0.698,31,,Arbitrary,1.5,0.86,26,-0.81,1.5,0.86,-0.77,18,,,,,,Noun,0,0,1,2,567,1535,968,2102,f,i,Curved,0,NA,NA,Open,1,DominanceViolation,None,1,Hand,FingerTip,NA,1,DominanceConditionViolation,1,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.25,0.023,0,0.153,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.164,0,80,-0.681,0,INTERPRETER,"interpreter, translator",INTERPRETER,None,1722,No,People,,
fine_2,fine,D_02_067,D,2,67,4.484,6.185,1.111,1.132,27,0,6.471,0.874,1.243,17,0,5.7,1.337,10,0.945,0,fine_2,0.963,0.941,1,alright,3.452,1.502,0.058,31,,Arbitrary,1.77,1.03,26,-0.69,1.67,0.91,-0.7,18,,,,,,Adjective,0,0,0,1,434,1468,1034,1869,5,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Straight,1,Body,TorsoTop,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.032,0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,9,177,0.247,1,FINE,"all right, fine, okay, no problem",FINE,Attribute,455,No,,,
god,god,D_02_068,D,2,68,4.663,4.519,2.242,0.205,27,0,4.706,2.285,0.262,17,0,4.2,2.251,10,0.108,0,,,,,,2.448,1.723,-0.234,29,,Arbitrary,1.46,0.91,26,-0.84,1.39,0.85,-0.84,18,,,,,,Name,0,0,0,1,701,1235,534,1802,closed_b,imrp,FullyOpen,0,0,0,Closed,0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.233,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.343,0.836,4,158,0.271,2,GOD,"god, gods",GOD,None,1871,No,,,
lightning,lightning,D_02_069,D,2,69,2.859,3.038,1.509,-0.632,26,0.037,2.765,1.393,-0.812,17,0,3.556,1.667,10,-0.291,0.1,,,,,,4.867,1.432,0.888,30,,Perceptual,5.04,1.48,26,0.98,4.72,1.53,0.87,18,,,,,,Noun,0,0,0,1,501,1368,868,1902,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Z-shaped,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,15,137,0.114,3,LIGHTNING,"lightening (sic), lightning, thunder",LIGHTNING,None,2611,Yes,Outside Things and Places to Go,35,28
fraud,fraud,D_02_070,D,2,70,2.71,2.526,1.577,-0.9,19,0.296,2.545,1.572,-0.859,11,0.353,2.5,1.69,10,-0.956,0.2,,,,,,1.233,0.504,-0.791,30,,Arbitrary,1.72,1.18,26,-0.7,1.54,1.13,-0.76,18,,,,,,Noun,0,0,0,1,634,1235,601,1935,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,BackAndForth,0,Body,Neck,BodyAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0.045,0.026,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,2,21,-0.248,3,FRAUD,"fraud, liar, thief",FRAUD,Attribute,2923,No,,,
ear,ear,D_02_071,D,2,71,3.213,2.704,1.353,-0.797,27,0,2.294,0.985,-1.046,17,0,3.4,1.647,10,-0.373,0,,,,,,6.833,0.379,1.816,30,,Pantomimic,5.85,1.62,26,1.4,6,1.37,1.52,18,,,,,,Noun,0,0,0,1,434,1235,801,1869,baby_o,i,Bent,0,NA,NA,Open,1,OneHanded,Straight,1,Head,Other,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.025,0,0.457,0.261,0.099,0.791,0.446,0.622,0,0,0.316,0.657,0.836,6,353,-0.199,1,EARx,"ear, EARx",EAR,None,2752,Yes,Body Parts,27,16
vomit,vomit,D_02_072,D,2,72,2.436,3.444,1.625,-0.375,27,0,3.294,1.312,-0.485,17,0,3.7,2.111,10,-0.187,0,,,,,,6.419,0.923,1.609,31,,NA,5.92,1.15,26,1.45,5.77,1.15,1.43,18,,,,,,Verb,0,0,0,1,601,1134,534,1869,5,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Curved,0,Head,UnderChin,HeadAway,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.006,0.178,0.233,0.449,0.409,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,3,170,0.308,2,VOMIT,"hurl, throw up, vomit",VOMIT,Event,3152,No,,,
nut,nut,D_02_073,D,2,73,2.902,4.259,1.509,0.066,27,0,4.176,1.59,-0.029,17,0,4.4,1.43,10,0.228,0,,,,,,1.667,1.028,-0.572,30,,Arbitrary,1.92,1.29,26,-0.58,2,1.41,-0.51,18,,,,,,Noun,0,0,0,1,667,1401,734,2035,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,1,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.457,0.057,0,0,0.446,0.622,0,0,0,0.657,0.836,9,396,-0.544,2,NUT,"almond, cashew, nut, nuts, peanut",NUT,Food,1553,Yes,Food and Drink,35,26
