EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),InCDI,CDI Semantic Category,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),DominantTranslation,Transparency M,Transparency SD,Transparency Z,H index,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,PhonotacticProbability,Iconicity(Z),Iconicity(M),Iconicity(SD),Iconicity(N),Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankID,Neighborhood Density
plow_1,plow,H_02_058,H,2.0,58.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LhP_TrtIsP8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346805030?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346805030,2.52,1.686,-1.0959999999999999,28,0.107,2.455,1.8090000000000002,-1.199,14,0.214,0.44,0.455,,1.9869999999999999,Verb,467.0,1969.0,1502.0,2503.0,No,,,,,,,,,,1.0,Perceptual,0,0,0,1,curved_5,0,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,1.65,-1.01,14,0.429,0.0,audience,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.39799999999999996,0.878,0.684,0.657,0.836,7.803,0.635,4.435,1.7269999999999999,23.0,512,12,,,,,,24
plow_2,plow_2,K_02_089,,,,,"<iframe src=https://player.vimeo.com/video/342142631?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342142631,2.133,1.807,-1.006,25,0.4,1.571,0.976,-1.071,11,0.364,,,PLOW,1.9869999999999999,Verb,567.0,1502.0,934.0,2202.0,No,,,,,,,,,,2.0,,0,0,0,1,4,1,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Heel,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,2.26,-0.95,14,,0.429,,,,,,0.175,0.25,0.005,0.155,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,7.004,-0.653,2.125,1.1159999999999999,24.0,358,0,,,,,,0
plug_1,plug,E_01_022,E1,1.0,22.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8Wgj-lXCjp0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen="""">
</iframe>","<iframe src=https://player.vimeo.com/video/346015203?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346015203,4.485,1.584,0.055999999999999994,35,0.057,4.2860000000000005,1.3259999999999998,-0.021,15,0.067,0.848,1.0,,2.7260000000000004,Noun,467.0,1435.0,968.0,2102.0,No,,,,,,,,,,3.0,Arbitrary,0,0,0,1,flat_v,1,im,Flat,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Other,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,1.77,0.11,20,0.737,0.05,plug,,,,,0.175,0.25,0.025,0.0,0.457,0.14,0.162,0.7909999999999999,0.446,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.204,-0.871,2.2,1.304,5.0,347,0,PLUGix,"battery, charge, charger, cord, electric, electricity, insert, outlet, plug, plug in",PLUG,None,908.0,0
plug_2,plug_2,K_01_063,,,,,"<iframe src=https://player.vimeo.com/video/341911809?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341911809,4.92,1.778,0.461,27,0.07400000000000001,4.2219999999999995,1.5630000000000002,0.41,11,0.182,,,PLUG,2.7260000000000004,Verb,567.0,1468.0,901.0,2069.0,No,,,,,,,,,,2.0,,0,0,0,1,flat_v,1,im,Flat,0.0,1.0,0.0,Closed,0.0,DominanceViolation,Straight,0,Hand,Other,,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,1.82,0.49,16,,0.0,,,,,,0.023,0.25,0.025,0.0,0.457,0.14,0.162,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.1610000000000005,0.273,4.04,1.67,25.0,347,0,PLUGix,"battery, charge, charger, cord, electric, electricity, insert, outlet, plug, plug in",PLUG,None,908.0,0
plummet,plummet,G_03_028,G3,3.0,28.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/g3lrbbXT6p8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346776503?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346776503,3.8080000000000003,1.6740000000000002,-0.242,27,0.037000000000000005,3.818,1.7790000000000001,-0.281,12,0.083,0.5,0.455,,1.3419999999999999,Verb,467.0,1368.0,901.0,1969.0,No,,,,,,,,,,3.0,,0,0,0,1,1,0,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1.66,-0.21,15,0.5329999999999999,0.0,murder/kill,,,,,0.175,0.25,0.077,0.155,0.233,0.261,0.409,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.684,0.34299999999999997,0.836,5.388999999999999,0.971,5.35,1.631,20.0,253,11,,,,,,12
plunger,plunger,A_01_087,A,1.0,87.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AoesAl5c7FM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344219308?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344219308,2.727,2.074,-0.732,22,0.29,2.615,1.9809999999999999,-0.736,13,0.278,,,,1.69,Noun,367.0,1301.0,934.0,1535.0,No,,3.7,1.87,31.0,0.2,3.42,1.98,19.0,0.09,1.0,,0,0,0,1,s,0,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.32,-0.73,13,,0.308,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.067,0.7909999999999999,0.446,0.622,0.0,0.878,0.316,0.34299999999999997,0.836,6.7010000000000005,1.24,5.75,1.538,36.0,524,16,PLUNGER,"bathroom, cleaning, fixing, plunger, toilet, tool",PLUNGER,None,3040.0,24
plus,plus,J_03_045,J,3.0,45.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rc3Aad2F_Ls?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346972331?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346972331,4.5169999999999995,1.3259999999999998,0.196,29,0.0,4.467,1.06,0.086,15,0.0,,,,3.38,Noun,701.0,1368.0,667.0,1935.0,No,,,,,,,,,,1.0,Perceptual,0,0,0,1,1,0,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalSameHandshape,Straight,0,Hand,FingerRadial,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,1.6,0.31,14,,0.0,,,,,,0.059000000000000004,0.25,0.035,0.0,0.457,0.261,0.409,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.684,0.34299999999999997,0.836,5.301,2.131,6.609,0.941,23.0,446,7,PLUS,"add, also, and, in addition to, optimistic, plus, positive",PLUS,None,909.0,4
point,point,D_01_075,D,1.0,75.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gGNX0u7qO-0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>","<iframe src=https://player.vimeo.com/video/345806206?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345806206,3.577,1.604,-0.301,26,0.037000000000000005,3.4,1.5019999999999998,-0.386,15,0.063,,,,4.081,Noun,601.0,1034.0,434.0,1869.0,No,Action Signs,2.77,1.48,26.0,-0.15,2.89,1.61,18.0,-0.04,4.0,,0,0,0,1,flat_1,0,i,Flat,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,FingerTip,HandAway,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,1.78,-0.19,11,,0.0,,,,,,0.175,0.25,0.023,0.155,0.026000000000000002,0.261,0.162,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.684,0.34299999999999997,0.836,4.882,0.716,4.486000000000001,1.6340000000000001,35.0,38,0,POINT,"bullet point, detail, goal, item, particular, precise, specific, target, what's the point?",POINT,None,910.0,0
point_index,point_index,K_02_083,,,,,"<iframe src=https://player.vimeo.com/video/342142422?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342142422,6.082999999999999,1.349,1.032,25,0.04,5.818,1.25,1.217,11,0.0,,,POINT TO,,Verb,434.0,1101.0,667.0,1735.0,No,,,,,,,,,,1.0,,0,0,0,1,flat_1,0,i,Flat,0.0,,,Closed,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,1.44,0.88,14,,0.071,,,,,,0.392,0.363,0.363,0.426,0.457,0.261,0.162,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.0,0.0,0.684,0.34299999999999997,0.836,6.0089999999999995,1.614,6.875,0.33799999999999997,24.0,455,8,,,,,,7
pole,pole,H_02_014,H,2.0,14.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/sDXh2wfWYyc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346799891?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346799891,2.577,1.419,-0.894,28,0.071,2.571,1.604,-0.945,14,0.0,,,,2.8080000000000003,Noun,467.0,1568.0,1101.0,2135.0,No,,,,,,,,,,1.0,Perceptual,0,0,0,1,f,1,i,Curved,0.0,,,Open,1.0,DominanceViolation,Straight,0,Neutral,Neutral,Neutral,0,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,1.24,-0.83,14,,0.14300000000000002,,,,,,0.023,0.363,0.363,0.426,0.457,0.261,0.225,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.0,0.0,0.316,0.657,0.836,5.651,1.143,5.435,1.6740000000000002,23.0,491,1,POLE,"cylinder, extend out, long thin object, pole, stick, tube",POLE,None,911.0,1
policeman,policeman,A_01_052,A,1.0,52.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Q6kU3_A9u30?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218397?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218397,4.258,1.39,0.13699999999999998,31,0.0,4.0,1.455,0.03,18,0.0,,,,2.7769999999999997,Noun,400.0,934.0,534.0,1168.0,Yes,People,3.58,1.73,31.0,0.13,3.42,1.84,19.0,0.09,1.0,Both,0,0,0,1,curved_l,1,i,Curved,0.0,,,Open,0.0,OneHanded,Straight,1,Body,Clavicle,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,23.0,4.62,1.26,0.29,13,,0.0,,,,,,0.392,0.094,0.017,0.0,0.457,0.261,0.225,0.7909999999999999,0.446,0.622,0.0,0.0,0.684,0.657,0.836,5.482,0.473,4.211,1.8030000000000002,38.0,127,7,POLICEbc,"cop, police, police officer, security, badge",POLICE,None,912.0,2
policeman_2,policeman_2,K_03_104,,,,,"<iframe src=https://player.vimeo.com/video/342257013?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342257013,5.88,1.13,0.985,25,0.0,6.0,1.095,1.24,11,0.0,,,POLICEMAN,2.7769999999999997,Noun,567.0,1568.0,1001.0,2102.0,No,,,,,,,,,,1.0,,1,0,0,1,c,0,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Body,TorsoTop,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,1.19,0.78,14,,0.0,,,,,,0.392,0.094,0.032,0.0,0.457,0.449,0.225,0.7909999999999999,0.446,0.622,0.602,0.878,0.684,0.657,0.836,7.164,-0.43200000000000005,2.92,1.605,25.0,159,3,POLICEc,"cop, police, police officer, security",POLICE,None,346.0,5
policy,policy,J_03_063,J,3.0,63.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/IeFcBe6vEs0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346973213?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346973213,4.0,1.8519999999999999,-0.05,29,0.0,3.8,2.077,-0.205,15,0.0,,,,3.14,Noun,534.0,1468.0,934.0,1969.0,No,,,,,,,,,,5.0,Arbitrary,1,0,0,1,p,1,im,Stacked,0.0,,0.0,Open,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Heel,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,1.63,0.12,14,,0.0,,,,,,0.175,0.25,0.015,0.005,0.233,0.14,0.025,0.7909999999999999,0.5539999999999999,0.622,0.0,0.878,0.316,0.657,0.836,5.496,-0.8170000000000001,1.217,0.42200000000000004,23.0,183,0,POLICY,"policy, principle, rule",POLICY,None,913.0,0
polish,polish,J_01_086,J,1.0,86.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Fsweh_6m5lE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346922725?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346922725,5.733,1.258,0.902,30,0.0,5.933,1.033,0.9620000000000001,15,0.0,,,to polish,2.694,Verb,534.0,1535.0,1001.0,2002.0,No,,,,,,,,,,3.0,Perceptual,0,0,0,1,a,0,t,,,,,Open,,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerRadial,FingerRadial,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,1.46,0.84,15,,0.0,,,,,,0.175,0.25,0.035,0.009000000000000001,0.457,0.057,0.0,0.0,0.446,0.622,0.0,0.0,0.0,0.657,0.836,3.5439999999999996,0.9259999999999999,5.042,1.334,24.0,414,3,,,,,,2
ponder,ponder,H_01_043,H,1.0,43.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/tmeM00Y2Qpw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>","<iframe src=https://player.vimeo.com/video/346791891?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346791891,4.25,2.048,0.064,28,0.14300000000000002,3.545,2.0180000000000002,-0.442,14,0.214,0.542,0.364,,1.756,Verb,501.0,1335.0,834.0,1902.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,1.0,1.0,0.0,Open,1.0,SymmetricalOrAlternating,None,1,Head,HeadAway,,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,1.95,0.49,14,0.6920000000000001,0.071,think,,,,,0.345,0.266,0.066,0.0,0.153,0.449,0.225,0.209,0.446,0.37799999999999995,0.39799999999999996,0.878,0.316,0.657,0.836,5.621,0.255,4.1,1.683,20.0,265,2,PONDER,"brainstorm, consider, contemplate, going through the mind, mull over, ponder, pondering, think about, thinking, wondering",PONDER,Event,915.0,1
pool,pool,D_02_010,D,2.0,10.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L_KS3dIK6n0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345969431?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345969431,2.0380000000000003,1.248,-1.2009999999999998,26,0.037000000000000005,2.063,1.389,-1.167,16,0.059000000000000004,0.846,0.75,,3.38,Noun,601.0,1935.0,1335.0,2736.0,No,,5.35,1.26,26.0,1.13,5.06,1.31,18.0,1.0,2.0,,0,0,0,1,baby_o,1,i,Bent,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Neutral,Neutral,Neutral,0,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.05,-1.25,10,1.0,0.0,pool,,,,,0.175,0.363,0.363,0.426,0.457,0.261,0.099,0.7909999999999999,0.446,0.37799999999999995,0.0,0.0,0.316,0.657,0.836,5.568,1.048,5.194,1.195,31.0,497,0,POOL-GAME,"billards, play pool, pool, pool game, pool-game, shoot pool",POOL-GAME,None,3041.0,0
poop,poop,H_03_072,H,3.0,72.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4XpfQBb_Nw4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346893018?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346893018,5.2860000000000005,1.74,0.672,28,0.0,5.428999999999999,1.399,0.7659999999999999,14,0.0,,,,2.456,Verb,467.0,1535.0,1068.0,1969.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,a,0,t,,,,,Open,,AsymmetricalSameHandshape,Straight,0,Hand,Other,HandAway,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,2.07,0.58,14,,0.0,,,,,,0.059000000000000004,0.25,0.025,0.155,0.457,0.057,0.0,0.0,0.5539999999999999,0.622,0.0,0.0,0.0,0.657,0.836,3.6719999999999997,0.258,3.833,2.0140000000000002,24.0,414,3,POOP,"defecate, going number two, poop, shit",POOP,Event,916.0,3
poor,poor,C_02_011,C,2.0,11.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vB70ToBuQio?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345587461?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345587461,3.833,1.555,-0.222,30,0.0,4.2219999999999995,1.396,-0.091,18,0.0,,,,3.818,Adjective,467.0,868.0,400.0,1702.0,Yes,Descriptive Signs,2.23,1.33,30.0,-0.33,2.19,1.4,21.0,-0.39,1.0,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1.0,1.0,0.0,Open,1.0,OneHanded,Straight,1,Arm,ElbowBack,ElbowBack,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,35.0,3.25,1.66,-0.42,12,,0.0,,3.8,2.26,0.09,1.68,0.392,0.026000000000000002,0.001,0.004,0.457,0.449,0.162,0.209,0.446,0.622,0.39799999999999996,0.878,0.316,0.657,0.836,5.852,-0.524,1.704,1.235,27.0,60,0,POOR,"impoverished, poor, poverty",POOR,Attribute,222.0,0
