"EntryID","LemmaID","Code","YouTube Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID","SignBankReferenceID","SignBankLemmaID","SignBankAnnotationID","SignBankSemanticField","SignBankEnglishTranslations","Complexity"
"bulldozer","bulldozer","E_01_083","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cx_BTIiNPhA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.852","1.791","-0.901","35","0","2.385","1.557","-1.088","15","0.13","0","0","3.480","2.124","-0.126","25","","1.826","Noun","534.00","1635.00","1101.00","2269.00","","","","","","","","","Arbitrary","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","FingerFront","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.016","0.457","0.449","0.225","0.791","0.446","0.622","0.602","0.878","0.684","0.657","0.836","","","","","","383","8","383","8","plow","","","","","","","2"
"bullshit","bullshit","J_03_053","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GynfwITqCCk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.172","1.891","0.649","29","0","5.200","1.859","0.576","15","0.00","","","1.609","0.988","-0.567","23","","3.549","Adjective","634.00","1435.00","801.00","1902.00","","","","","","","","","Arbitrary","1","1","0","2","closed_b","0","imrp","FullyOpen","NA","0","NA","Closed","0","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","s","0","imrp","FullyClosed","NA","NA","NA","Closed","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.426","0.457","0.449","0.409","0.000","0.554","0.378","0.602","0.000","0.684","0.343","0.836","","","","","BULLSHITbs","475","2","475","2","","BULLSHITbs","2138","BULLSHIT","BULLSHITbs","Attribute","BS, bull, bullshit","1"
"bumpy","bumpy","K_01_123","","1.364","1.206","-1.879","27","1","1.000","0.000","-1.748","11","0.55","","","3.440","1.660","-0.107","25","BUMPY","2.281","Adjective","567.00","2102.00","1535.00","2636.00","","","","","","","","","","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","AsymmetricalDifferentHandshape","Curved","Hand","PalmBack","FingerBack","1","Lax","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.024","0.010","0.233","0.449","0.225","0.791","0.446","0.622","0.398","0.878","0.684","0.657","0.164","","","","","","209","0","209","0","","","","","","","","3"
"bun","bun","K_03_121","","3.833","2.099","-0.285","25","0","3.182","1.779","-0.326","11","0.00","","","4.769","1.751","0.338","26","BUN (HAIR)","2.170","Noun","601.00","1802.00","1201.00","2503.00","","","","","","","","","","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","OneHanded","Circular","Head","HeadAway","Other","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.066","0.010","0.076","0.449","0.225","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.164","","","","","","94","0","94","0","","","","","","","","2"
"burn_1","burn_1","J_02_037","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/D4ORRA_wGPc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.893","1.499","-0.760","30","0","3.000","1.528","-0.783","15","0.13","1","1","3.720","1.595","0.236","25","to burn","3.450","Verb","534.00","1401.00","868.00","2102.00","","","","","","","","","Arbitrary","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.446","0.378","0.602","0.122","0.316","0.657","0.836","","","","","FIREup","482","3","482","3","burn","FIREup","1473","FIRE","FIREup","None","boil, burn, burst into flames, fire, flame","1"
"burp","burp","F_03_009","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/FEyRR9we_oo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","1.529","0.943","-1.618","27","0","1.571","1.134","-1.599","14","0.50","","","5.031","1.858","0.184","32","","1.826","Verb","534.00","1702.00","1168.00","2169.00","","","","","","","","","Both","0","0","0","1","flat_o","0","imrp","Flat","1","0","1","Open","1","OneHanded","None","Body","TorsoTop","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","56","21","0.392","0.094","0.032","0.000","0.153","0.449","0.162","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","","","","","BURPb","33","0","33","0","","BURPb","2969","BURP","BURPb","None","burp, BURPb, indigestion","1"
"bury","bury","K_01_081","","4.630","1.925","0.284","27","0","3.727","1.737","0.104","11","0.00","","","2.040","1.207","-0.787","25","BURY","3.023","Verb","567.00","1735.00","1168.00","2336.00","","","","","","","","","","0","0","0","1","flat_b","1","imrp","Flat","1","0","0","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","0","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.449","0.162","0.209","0.554","0.378","0.602","0.878","0.684","0.657","0.836","","","","","CEMETERY","288","3","288","3","","CEMETERY","","","","","","2"
"bury_1","bury_1","K_02_014","","4.375","2.223","-0.012","25","0","3.273","1.954","-0.237","11","0.00","","","2.375","1.279","-0.670","24","BURY","3.023","Verb","601.00","1668.00","1068.00","2369.00","","","","","","","","","","0","0","0","1","h","1","im","FullyOpen","0","0","0","Closed","0","AsymmetricalDifferentHandshape","Straight","Hand","HandAway","HandAway","0","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.035","0.155","0.457","0.140","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.343","0.836","","","","","","368","0","368","0","","","","","","","","3"
"bury_2","bury_2","K_03_018","","3.136","1.781","-0.791","25","0","2.444","1.236","-0.995","11","0.18","","","3.000","1.789","-0.495","26","BURY","3.023","Verb","634.00","1635.00","1001.00","2202.00","","","","","","","","","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalSameHandshape","Straight","Hand","HandAway","HandAway","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.035","0.155","0.457","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","","","","","","459","2","459","2","","","","","","","","1"
"bury_3","bury_3","K_02_093","","3.458","1.587","-0.501","25","0","3.182","1.079","-0.223","11","0.00","","","2.833","1.633","-0.429","24","BURY","3.023","Verb","501.00","1602.00","1101.00","2236.00","","","","","","","","","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.457","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","","","","","","541","24","541","24","","","","","","","","1"
"bus","bus","E_01_004","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/BgiHKtpFspw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.200","1.530","0.472","35","0","5.200","1.424","0.474","15","0.00","","","1.120","0.440","-1.117","25","","3.578","Noun","334.00","834.00","501.00","1535.00","","","","","","","","","Arbitrary","1","1","0","3","closed_b","0","imrp","FullyOpen","NA","0","NA","Closed","0","OneHanded","None","Neutral","Neutral","NA","0","NA","0","h","1","im","FullyOpen","NA","0","NA","Closed","0","NA","NA","NA","NA","NA","NA","NA","NA","s","0","imrp","FullyClosed","NA","NA","0","Closed","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33","20","0.392","0.363","0.363","0.000","0.153","0.449","0.409","0.000","0.554","0.378","0.602","0.000","0.684","0.343","0.836","","","","","","146","2","146","2","","","","","","","","1"
"business","business","D_01_022","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/G6KweN71PmE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.185","1.210","0.571","27","0","5.563","1.031","0.752","16","0.00","","","1.444","2.025","-0.752","36","","4.214","Noun","467.00","1268.00","801.00","2169.00","1.42","0.76","26","-0.85","1.33","0.69","18","-0.86","Arbitrary","1","0","0","1","closed_b","0","imrp","FullyOpen","0","0","0","Closed","0","AsymmetricalSameHandshape","BackAndForth","Hand","FingerRadial","FingerRadial","1","closed_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.035","0.009","0.026","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.836","","","","","BUSY","55","2","55","2","","BUSY","1981","BUSY","BUSY","Attribute","business, busy","3"
"busted","busted","G_01_022","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UVFtHcf7qlE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.593","1.824","0.237","27","0","4.500","2.023","0.195","12","0.00","1","1","2.679","1.806","-0.392","28","","3.068","Adjective","400.00","1235.00","834.00","1969.00","","","","","","","","","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.449","0.409","0.791","0.554","0.622","0.398","0.878","0.684","0.657","0.836","","","","","BUSTED","307","10","307","10","busted","BUSTED","2143","BUSTED","BUSTED","None","busted, caught, pregnant, to be in trouble","2"
"busy","busy","E_02_040","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JqW3MXHJvAI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.656","1.208","0.757","32","0","5.400","1.298","0.604","15","0.00","","","2.581","2.277","-0.432","31","","3.735","Adjective","501.00","1502.00","1001.00","2069.00","","","","","","","","","Arbitrary","1","0","0","1","closed_b","0","imrp","FullyOpen","0","0","0","Closed","0","AsymmetricalSameHandshape","Straight","Hand","FingerRadial","FingerRadial","1","closed_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.035","0.009","0.457","0.449","0.409","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","","","","","BUSY","376","2","376","2","","BUSY","1981","BUSY","BUSY","Attribute","business, busy","1"
"but","but","D_03_030","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7Mg1uCyfSOc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.654","1.198","0.883","26","0","5.688","1.250","0.833","16","0.00","","","2.250","2.009","-0.348","24","","5.353","Minor","501.00","1201.00","701.00","2169.00","1.46","0.81","26","-0.84","1.22","0.55","18","-0.93","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.836","","","","","BUT","358","13","358","13","","BUT","61","BUT","BUT","None","although, but, however","2"
"butter","butter","A_01_034","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/aRfiwU6yxUQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.065","1.504","0.541","31","0","5.111","1.367","0.590","18","0.00","","","1.944","2.048","-0.590","36","","3.018","Noun","334.00","834.00","501.00","1068.00","1.94","0.96","31","-0.70","1.68","0.82","19","-0.77","Arbitrary","0","0","0","1","flat_h","1","im","Flat","1","0","0","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","26","0.175","0.250","0.077","0.155","0.457","0.140","0.162","0.209","0.446","0.622","0.602","0.878","0.684","0.657","0.836","","","","","BUTTER","350","1","350","1","","BUTTER","2144","BUTTER","BUTTER","Food","butter, dairy, food","3"
"butterfly","butterfly","A_03_056","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/I5F0YVbzHqA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.720","1.768","-0.137","25","0","3.200","1.568","-0.387","15","0.00","","","6.571","2.153","1.396","21","","2.450","Noun","534.00","1168.00","634.00","1535.00","5.97","1.38","31","1.36","5.79","1.51","19","1.30","Perceptual","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","SymmetricalOrAlternating","None","Neutral","Neutral","NA","1","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27","23","0.345","0.363","0.363","0.000","0.153","0.449","0.409","0.209","0.446","0.622","0.602","0.878","0.684","0.657","0.836","","","","","BUTTERFLY","216","1","216","1","","BUTTERFLY","423","BUTTERFLY","BUTTERFLY","None","bug, butterfly, insect","1"
"buttons","buttons","F_02_025","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/tZdU4bj2vMk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.000","1.569","-0.677","27","0","2.714","1.490","-0.854","14","0.00","","","6.290","1.321","0.567","31","","2.648","Noun","501.00","1502.00","1001.00","2002.00","","","","","","","","","Both","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Straight","Body","TorsoTop","TorsoMid","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40","28","0.392","0.094","0.032","0.010","0.457","0.261","0.225","0.791","0.554","0.622","0.000","0.000","0.316","0.657","0.836","","","","","BUTTON","163","5","163","5","","BUTTON","367","BUTTON","BUTTON","None","button, shirt button","1"
"buy","buy","D_03_074","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/tve7cQVGoDs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.577","1.137","0.797","26","0","6.063","0.929","1.038","16","0.00","","","3.080","2.009","0.049","25","","3.992","Verb","567.00","1602.00","1034.00","2536.00","3.19","1.27","26","0.04","3.22","1.44","18","0.10","Arbitrary","0","0","1","2","flat_o","0","imrp","Flat","0","0","0","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","NA","1","B","0","flat_o","0","imrp","Flat","0","0","0","Open","1","AsymmetricalDifferentHandshape","Curved","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40","28","0.175","0.250","0.077","0.000","0.457","0.449","0.162","0.791","0.554","0.622","0.602","0.878","0.316","0.657","0.836","","","","","BUY","356","5","356","5","","BUY","424","BUY","BUY","Event","buy, purchase, shopping, to shop","2"
