EntryID,Participant,IconicityRating(Raw),Iconicity(Participant Z),ParticipantMeanIconicityRating,ParticipantIconicitySD
drop,22C3,6,1.184143681,3.444444444,2.158146513
drown,4D1,6,1.026563668,3.558823529,2.378007858
drown,30D1,4,0.495983623,2.901960784,2.213861838
drown,36D1,4,0,4,2.031498001
drown,15D1,2,-0.320955961,2.568627451,1.77166814
drown,35D1,,,3.322033898,2.153110644
drown,10D1,4,0.595031898,2.823529412,1.977155496
drown,13D1,1,-0.312401459,1.323529412,1.03562068
drown,7D1,2,-0.324745853,2.460784314,1.418907463
drown,21D1,2,-0.323389799,2.725490196,2.243392334
drown,23D1,3,-0.072828365,3.168316832,2.311143903
drown,18D1,4,0.176211696,3.656862745,1.947301245
drown,25D1,6,1.27720534,3.725490196,1.780848962
drown,8D1,3,0.049699659,2.901960784,1.972633581
drown,19D1,2,-0.088720624,2.153061224,1.72520455
drown,1D1,1,-0.575472256,2.009803922,1.75473954
drown,20D1,3,-0.224274235,3.549019608,2.447983413
drown,29D1,1,-0.935724719,2.784313725,1.906878902
drown,26D1,5,0.856682772,3.421568627,1.842492256
drown,31D1,2,-0.264629609,2.539215686,2.037624168
drown,27D1,3,-0.105611379,3.215686275,2.0422636
drown,11D1,3,0.101853265,2.794117647,2.021362325
drown,5D1,1,-1.099742261,3.333333333,2.121709256
drown,22D1,4,0.320647214,3.254901961,2.323731527
drown,33D1,1,-0.78432844,2.892156863,2.412454741
drown,24D1,1,-0.597185838,2.078431373,1.805855572
drown,28D1,2,-0.727781525,3.647058824,2.263122608
drown,3D1,3,-0.219931977,3.460784314,2.095121956
drown,32D1,4,0.115499198,3.731958763,2.320719464
drown,12D1,2,-0.577391441,3.058823529,1.833805379
drown,2D1,1,-0.781749032,2.470588235,1.881151335
drown,17D1,2,-0.116897842,2.217821782,1.863351606
drown,6D1,1,-0.916723583,3.098039216,2.288627951
drown,9D1,1,-1.055818962,3.156862745,2.042833879
drown,14D1,3,-0.330622034,3.794117647,2.401889666
drown,34D1,1,-0.596425803,2.203125,2.017224933
drown,16D1,4,0.515207674,2.931372549,2.074168348
drown,37D1,2,-0.60608721,3.306666667,2.155905362
drum,5A3,7,1.56693228,3.37,2.316628515
drum,2A3,6,0.888820396,4.06,2.182668185
drum,11A3,7,1.388989867,3.66,2.404625173
drum,8A3,5,0.791856879,3.58,1.79325335
drum,3A3,7,1.448947893,3.42,2.470758277
drum,10A3,7,1.422730388,3.53,2.438972296
drum,16A3,6,0.682555751,4.4,2.344130861
drum,17A3,6,0.974557201,4.15,1.898298015
drum,12A3,6,0.806331978,4.32,2.083509083
drum,4A3,7,1.458665372,4.35,1.816729218
drum,13A3,6,2.288329855,1.86,1.809179735
drum,15A3,4,0.497954318,2.96,2.088544996
drum,20A3,5,1.087017074,2.88,1.950291354
drum,19A3,7,1.592934317,4.04,1.858205934
drum,1A3,7,1.07275007,4.02,2.777907068
drum,18A3,6,1.107562629,3.63,2.139833846
drum,6A3,6,1.081175625,3.35,2.45103565
drum,14A3,4,0.526222786,2.98,1.938342518
drum,21A3,6,0.835635251,4.26,2.082248202
drum,9A3,5,0.869743936,3.12,2.161555744
drum,7A3,7,1.796389085,3.02,2.215555657
drunk,19C3,1,-0.841168666,2.930232558,2.294703352
drunk,5C3,2,-0.778937252,3.626262626,2.087796703
drunk,13C3,2,-1.08683444,3.639175258,1.508210633
drunk,10C3,1,-0.873594373,2.854166667,2.122457199
drunk,7C3,2,-0.700592509,3.161616162,1.658048218
drunk,29C3,3,-0.208872611,3.479166667,2.294061747
drunk,9C3,1,-0.747460311,2.555555556,2.081121275
drunk,18C3,3,0.014127151,2.96969697,2.145020553
drunk,3C3,2,-0.702312447,3.545454545,2.200522792
drunk,4C3,1,-1.11340327,3.467391304,2.216080527
drunk,12C3,1,-0.848192979,2.737373737,2.048323648
drunk,30C3,4,0.447643174,3.090909091,2.030838316
drunk,20C3,1,-0.875600609,3.03030303,2.318754704
drunk,22C3,2,-0.669298602,3.444444444,2.158146513
drunk,26C3,1,-1.16831266,3.717171717,2.325723078
drunk,14C3,1,-0.826545124,2.575757576,1.906438656
drunk,6C3,1,-0.864390051,2.898989899,2.196913185
drunk,36C3,1,-0.829161006,2.693877551,2.042881345
drunk,21C3,1,-0.55321425,2.121212121,2.026723138
drunk,25C3,1,-0.659172116,2.040816327,1.578975052
drunk,24C3,1,-0.985975451,3.101010101,2.130894942
drunk,2C3,4,-0.033292539,4.080808081,2.42721293
drunk,11C3,1,-0.822096217,2.434343434,1.744739125
drunk,34C3,5,0.294647438,4.252525253,2.536844554
drunk,23C3,4,0.385773337,3.121212121,2.277990196
drunk,31C3,1,-0.943191261,3.282828283,2.420323827
drunk,27C3,1,-0.717597,2.545454545,2.153652461
drunk,35C3,1,-0.951609577,3.242424242,2.356454051
drunk,8C3,1,-0.591523481,2.111111111,1.87838885
drunk,16C3,1,-0.794101429,2.595959596,2.009767942
drunk,28C3,1,-0.637642847,2.141414141,1.790052451
drunk,17C3,1,-0.965250622,3.171717172,2.249899789
drunk,33C3,2,-0.625324735,3.171717172,1.873773907
drunk,15C3,1,-0.794444321,2.797979798,2.263191705
drunk,32C3,1,-0.559393392,2.02020202,1.823764877
drunk,1C3,1,-0.598399893,1.909090909,1.519202994
dryer,11C1,3,-0.617257316,4.175257732,1.903999679
dryer,26C1,3,0.298988266,2.381443299,2.068832697
dryer,25C1,4,0.868911666,2.216494845,2.052573609
dryer,6C1,5,0.698020312,3.432989691,2.244935116
dryer,8C1,4,0.496722605,2.958762887,2.096214474
dryer,27C1,3,0.755686624,1.773195876,1.62342972
dryer,5C1,3,0.212140608,2.649484536,1.652278963
dryer,9C1,2,-0.18302929,2.350515464,1.915078529
dryer,30C1,3,0.080625646,2.865979381,1.662257915
dryer,10C1,1,-0.605043016,2.24742268,2.06170908
dryer,19C1,2,-0.302127354,2.556701031,1.842603865
dryer,2C1,2,-0.458662058,2.93814433,2.045393366
dryer,23C1,6,1.684208331,2.969072165,1.799615747
dryer,7C1,1,-0.50310155,1.711340206,1.41390979
dryer,15C1,7,1.663759739,3.216494845,2.274069426
dryer,4C1,4,-0.059245113,4.134020619,2.262137936
dryer,13C1,3,-0.033999416,3.072164948,2.122534956
dryer,24C1,2,-0.909428855,3.659793814,1.825094735
dryer,18C1,6,1.31900774,3.144329897,2.165013908
dryer,29C1,4,0.897445048,2.309278351,1.883927772
dryer,12C1,2,-0.471308751,2.835051546,1.771771785
dryer,14C1,5,0.643200703,3.577319588,2.211876332
dryer,28C1,4,0.517439533,2.947916667,2.033248848
dryer,22C1,3,-0.224998945,3.463917526,2.061865335
dryer,20C1,6,1.391840411,3,2.155419526
dryer,3C1,2,-0.110231116,2.206185567,1.870484253
dryer,16C1,1,-0.48930016,1.804123711,1.643416001
dryer,21C1,3,0.104812898,2.804123711,1.868818562
dryer,17C1,5,0.464424853,4.443298969,1.198689147
dryer,1C1,3,0.345661168,2.340206186,1.90878778
duck,27D1,4,0.384041377,3.215686275,2.0422636
duck,21D1,1,-0.769143306,2.725490196,2.243392334
duck,15D1,3,0.243483833,2.568627451,1.77166814
duck,33D1,7,1.702764851,2.892156863,2.412454741
duck,6D1,6,1.267991498,3.098039216,2.288627951
duck,14D1,7,1.334733397,3.794117647,2.401889666
duck,16D1,3,0.033086731,2.931372549,2.074168348
duck,7D1,4,1.084789337,2.460784314,1.418907463
duck,5D1,2,-0.628424149,3.333333333,2.121709256
duck,25D1,6,1.27720534,3.725490196,1.780848962
duck,23D1,7,1.657916309,3.168316832,2.311143903
duck,37D1,6,1.249281801,3.306666667,2.155905362
duck,8D1,4,0.556636177,2.901960784,1.972633581
duck,35D1,,,3.322033898,2.153110644
duck,2D1,2,-0.25015969,2.470588235,1.881151335
duck,1D1,4,1.134183184,2.009803922,1.75473954
duck,26D1,5,0.856682772,3.421568627,1.842492256
duck,36D1,5,0.492247592,4,2.031498001
duck,12D1,4,0.513236836,3.058823529,1.833805379
duck,10D1,3,0.089254785,2.823529412,1.977155496
duck,18D1,6,1.203274152,3.656862745,1.947301245
duck,3D1,5,0.734666391,3.460784314,2.095121956
duck,29D1,4,0.637526732,2.784313725,1.906878902
duck,32D1,6,0.977300907,3.731958763,2.320719464
duck,22D1,5,0.750989527,3.254901961,2.323731527
duck,11D1,6,1.586000844,2.794117647,2.021362325
duck,4D1,5,0.606043611,3.558823529,2.378007858
duck,24D1,6,2.171584864,2.078431373,1.805855572
duck,13D1,1,-0.312401459,1.323529412,1.03562068
duck,34D1,2,-0.100695265,2.203125,2.017224933
duck,28D1,7,1.481555248,3.647058824,2.263122608
duck,20D1,4,0.184225265,3.549019608,2.447983413
duck,17D1,3,0.419769525,2.217821782,1.863351606
duck,31D1,3,0.226138029,2.539215686,2.037624168
duck,30D1,6,1.399382366,2.901960784,2.213861838
duck,19D1,5,1.65020361,2.153061224,1.72520455
duck,9D1,5,0.902245294,3.156862745,2.042833879
dumb,22A2,1,-0.465513873,1.680412371,1.461637151
dumb,24A2,5,0.940258783,2.93814433,2.192859781
dumb,8A2,5,0.97876067,2.989690722,2.053933449
dumb,10A2,4,0.304215905,3.381443299,2.033281927
dumb,30A2,3,-0.356938132,3.907216495,2.541663146
dumb,26A2,6,1.225565389,3.268041237,2.229141576
dumb,15A2,2,-0.463919594,2.87628866,1.888880466
dumb,16A2,5,1.109063382,2.773195876,2.007824043
dumb,4A2,4,0.422303255,3.164948454,1.977374166
dumb,14A2,7,1.170971555,4.216494845,2.377090326
dumb,7A2,7,1.207448848,5.835051546,0.964801495
dumb,11A2,1,-0.705919013,2.288659794,1.825506567
dumb,9A2,7,2.133545557,2.525773196,2.097085197
dumb,25A2,4,0.485727407,2.824742268,2.419582907
dumb,28A2,5,1.680528664,2.082474227,1.736076174
dumb,20A2,4,0.258581802,3.402061856,2.312375194
dumb,17A2,5,0.809634753,3.103092784,2.342917235
dumb,23A2,4,1.002203519,2.18556701,1.810443643
dumb,21A2,7,1.55547491,3.463917526,2.273313733
dumb,19A2,3,0.206858642,2.587628866,1.99349242
dumb,18A2,3,0.281105982,2.412371134,2.090417509
dumb,29A2,5,0.603565721,3.75257732,2.066755347
dumb,3A2,4,0.381492895,3.12371134,2.296998639
dumb,27A2,4,0.449056807,3.103092784,1.997313488
dumb,13A2,7,1.57866227,3.103092784,2.468486953
dumb,1A2,4,0.506038506,2.947368421,2.080141265
dumb,2A2,2,-0.210190761,2.412371134,1.961889912
dumb,5A2,2,-0.716693488,3.75257732,2.445365207
dumb,12A2,7,1.790620721,2.927835052,2.27416387
dumb,6A2,3,0.077051138,2.845360825,2.006968102
eagle,23D3,1,-0.757710104,2.666666667,2.199609926
eagle,16D3,2,0.018513428,1.970588235,1.588672042
eagle,19D3,4,0.395088918,3.176470588,2.084415366
eagle,14D3,1,-0.760242413,2.333333333,1.753826557
eagle,22D3,1,-0.852680612,2.950980392,2.288055299
eagle,25D3,1,-0.645929827,2.390804598,2.153182187
eagle,12D3,3,0.133989208,2.715686275,2.121915121
eagle,4D3,4,0.785280907,2.882352941,1.423244916
eagle,9D3,3,-0.088896877,3.18627451,2.095399922
eagle,7D3,1,-0.5564847,2.058823529,1.902700163
eagle,10D3,3,-0.832782688,4.078431373,1.294973332
eagle,24D3,5,0.653222153,3.5875,2.162357773
eagle,5D3,2,-0.656632419,3.745098039,2.657648311
eagle,6D3,1,-1.0802799,3.568627451,2.377742518
eagle,17D3,4,0.327330331,3.31372549,2.096580867
eagle,8D3,1,-0.784546142,2.401960784,1.786970465
eagle,15D3,1,-1.008313161,3.323529412,2.30437279
eagle,3D3,3,-0.387818789,3.931372549,2.401566337
eagle,13D3,3,-0.893813789,4.431372549,1.601421423
eagle,21D3,,,2.803921569,1.929649923
eagle,18D3,3,-0.059089736,3.126213592,2.13596473
eagle,2D3,1,-0.477181832,1.823529412,1.725818874
eagle,20D3,3,0.31938174,2.415841584,1.82902885
eagle,11D3,3,-0.137992017,3.284313725,2.06036357
eagle,1D3,1,-0.775553589,2.745098039,2.250132117
ear,16D2,7,1.925067752,2.509803922,2.332487297
ear,17D2,7,1.754788277,2.911764706,2.329759862
ear,29D2,7,1.831037164,3,2.18455424
ear,1D2,6,1.313068156,3.137254902,2.180195357
ear,27D2,7,2.0368418,2.821782178,2.051321718
ear,2D2,7,1.683329084,3.225490196,2.242288712
ear,26D2,7,1.938685419,2.676470588,2.23013459
ear,3D2,6,1.771374539,2.852941176,1.776619656
ear,25D2,7,1.718922406,2.794117647,2.446813387
ear,31D2,,,2.792207792,2.079585373
ear,30D2,7,1.64587974,3.521276596,2.11359513
ear,5D2,6,1.930052321,2.274509804,1.930253473
ear,21D2,7,3.213778544,1.862745098,1.598509304
ear,20D2,7,2.023328765,2.637254902,2.156221556
ear,8D2,7,1.919936573,3.039215686,2.062976647
ear,24D2,7,1.753204856,2.86,2.361389764
ear,22D2,7,2.264263781,2.37254902,2.043688999
ear,23D2,7,1.387616774,3.470588235,2.543506126
ear,18D2,7,1.649006346,3.431372549,2.164107773
ear,7D2,7,1.405341784,3.519607843,2.476544991
ear,11D2,7,1.812414695,2.852941176,2.288140145
ear,15D2,7,1.571294232,3.411764706,2.283617684
ear,19D2,7,2.477696356,2.421568627,1.847858137
ear,6D2,7,1.465787317,3.637254902,2.294156225
ear,14D2,7,1.836893996,2.852941176,2.257647329
ear,12D2,7,1.961201521,2.87254902,2.104552202
ear,10D2,7,1.956571357,2.735294118,2.179683284
ear,28D2,7,1.715223372,2.823529412,2.434942676
ear,4D2,6,1.365638051,3.147058824,2.089090279
ear,9D2,6,1.714201502,2.715686275,1.915943792
ear,13D2,7,1.427648701,3.941176471,2.14256037
earn,3C3,4,0.206562484,3.545454545,2.200522792
earn,10C3,2,-0.402442352,2.854166667,2.122457199
earn,8C3,1,-0.591523481,2.111111111,1.87838885
earn,16C3,1,-0.794101429,2.595959596,2.009767942
earn,18C3,2,-0.452068848,2.96969697,2.145020553
earn,17C3,1,-0.965250622,3.171717172,2.249899789
earn,1C3,1,-0.598399893,1.909090909,1.519202994
earn,4C3,,,3.467391304,2.216080527
earn,20C3,2,-0.444334637,3.03030303,2.318754704
earn,34C3,1,-1.282114526,4.252525253,2.536844554
earn,35C3,2,-0.527243144,3.242424242,2.356454051
earn,12C3,1,-0.848192979,2.737373737,2.048323648
earn,14C3,1,-0.826545124,2.575757576,1.906438656
earn,24C3,1,-0.985975451,3.101010101,2.130894942
earn,2C3,1,-1.269278044,4.080808081,2.42721293
earn,27C3,1,-0.717597,2.545454545,2.153652461
earn,29C3,,,3.479166667,2.294061747
earn,6C3,1,-0.864390051,2.898989899,2.196913185
earn,33C3,2,-0.625324735,3.171717172,1.873773907
earn,32C3,1,-0.559393392,2.02020202,1.823764877
earn,19C3,1,-0.841168666,2.930232558,2.294703352
earn,28C3,1,-0.637642847,2.141414141,1.790052451
earn,11C3,1,-0.822096217,2.434343434,1.744739125
earn,9C3,1,-0.747460311,2.555555556,2.081121275
earn,5C3,3,-0.299963414,3.626262626,2.087796703
earn,25C3,1,-0.659172116,2.040816327,1.578975052
earn,31C3,2,-0.530023408,3.282828283,2.420323827
earn,30C3,2,-0.537171808,3.090909091,2.030838316
earn,36C3,1,-0.829161006,2.693877551,2.042881345
earn,21C3,1,-0.55321425,2.121212121,2.026723138
earn,7C3,3,-0.09747374,3.161616162,1.658048218
earn,13C3,2,-1.08683444,3.639175258,1.508210633
earn,26C3,5,0.551582557,3.717171717,2.325723078
earn,23C3,1,-0.93117702,3.121212121,2.277990196
earn,15C3,1,-0.794444321,2.797979798,2.263191705
earn,22C3,3,-0.205938031,3.444444444,2.158146513
earring,8C3,5,1.537961051,2.111111111,1.87838885
earring,19C3,6,1.337762216,2.930232558,2.294703352
earring,28C3,6,2.155571395,2.141414141,1.790052451
earring,23C3,7,1.702723693,3.121212121,2.277990196
earring,29C3,7,1.534759619,3.479166667,2.294061747
earring,24C3,6,1.360456511,3.101010101,2.130894942
earring,11C3,7,2.61681331,2.434343434,1.744739125
earring,4C3,7,1.594079571,3.467391304,2.216080527
earring,2C3,7,1.202692967,4.080808081,2.42721293
earring,21C3,5,1.420414967,2.121212121,2.026723138
earring,20C3,7,1.71199522,3.03030303,2.318754704
earring,18C3,7,1.878911148,2.96969697,2.145020553
earring,5C3,7,1.615931939,3.626262626,2.087796703
earring,22C3,7,1.647504251,3.444444444,2.158146513
earring,3C3,7,1.56987488,3.545454545,2.200522792
earring,14C3,5,1.271607883,2.575757576,1.906438656
earring,10C3,6,1.482165735,2.854166667,2.122457199
earring,17C3,7,1.701534818,3.171717172,2.249899789
earring,12C3,6,1.592827513,2.737373737,2.048323648
earring,9C3,7,2.135600889,2.555555556,2.081121275
earring,31C3,7,1.535815859,3.282828283,2.420323827
earring,34C3,7,1.083028419,4.252525253,2.536844554
earring,27C3,7,2.068367824,2.545454545,2.153652461
earring,13C3,6,1.56531501,3.639175258,1.508210633
earring,26C3,7,1.411530166,3.717171717,2.325723078
earring,35C3,7,1.594589021,3.242424242,2.356454051
earring,32C3,7,2.730504377,2.02020202,1.823764877
earring,33C3,6,1.509404533,3.171717172,1.873773907
earring,16C3,6,1.693747986,2.595959596,2.009767942
earring,25C3,5,1.874116802,2.040816327,1.578975052
earring,15C3,7,1.856678863,2.797979798,2.263191705
earring,36C3,7,2.107867135,2.693877551,2.042881345
earring,6C3,7,1.866714684,2.898989899,2.196913185
earring,30C3,7,1.924865647,3.090909091,2.030838316
earring,1C3,6,2.692799519,1.909090909,1.519202994
earring,7C3,7,2.315001336,3.161616162,1.658048218
earth,18C3,1,-0.918264847,2.96969697,2.145020553
earth,23C3,1,-0.93117702,3.121212121,2.277990196
earth,17C3,1,-0.965250622,3.171717172,2.249899789
earth,30C3,1,-1.029579299,3.090909091,2.030838316
earth,8C3,1,-0.591523481,2.111111111,1.87838885
earth,22C3,2,-0.669298602,3.444444444,2.158146513
earth,3C3,3,-0.247874981,3.545454545,2.200522792
earth,19C3,3,0.030403687,2.930232558,2.294703352
earth,4C3,2,-0.66215613,3.467391304,2.216080527
earth,29C3,2,-0.644780668,3.479166667,2.294061747
earth,16C3,1,-0.794101429,2.595959596,2.009767942
earth,33C3,1,-1.159007052,3.171717172,1.873773907
earth,27C3,1,-0.717597,2.545454545,2.153652461
earth,5C3,3,-0.299963414,3.626262626,2.087796703
earth,31C3,1,-0.943191261,3.282828283,2.420323827
earth,24C3,2,-0.516689058,3.101010101,2.130894942
earth,2C3,1,-1.269278044,4.080808081,2.42721293
earth,15C3,1,-0.794444321,2.797979798,2.263191705
earth,9C3,1,-0.747460311,2.555555556,2.081121275
earth,7C3,2,-0.700592509,3.161616162,1.658048218
earth,20C3,1,-0.875600609,3.03030303,2.318754704
earth,21C3,1,-0.55321425,2.121212121,2.026723138
earth,36C3,1,-0.829161006,2.693877551,2.042881345
earth,11C3,2,-0.248944629,2.434343434,1.744739125
earth,25C3,1,-0.659172116,2.040816327,1.578975052
earth,14C3,1,-0.826545124,2.575757576,1.906438656
earth,35C3,1,-0.951609577,3.242424242,2.356454051
earth,6C3,1,-0.864390051,2.898989899,2.196913185
earth,28C3,1,-0.637642847,2.141414141,1.790052451
earth,34C3,1,-1.282114526,4.252525253,2.536844554
earth,26C3,3,-0.308365052,3.717171717,2.325723078
earth,1C3,1,-0.598399893,1.909090909,1.519202994
earth,12C3,1,-0.848192979,2.737373737,2.048323648
earth,10C3,1,-0.873594373,2.854166667,2.122457199
earth,13C3,2,-1.08683444,3.639175258,1.508210633
earth,32C3,1,-0.559393392,2.02020202,1.823764877
earthquake,20A3,1,-0.963958537,2.88,1.950291354
earthquake,9A3,2,-0.518145324,3.12,2.161555744
earthquake,1A3,1,-1.087149399,4.02,2.777907068
earthquake,6A3,5,0.673184823,3.35,2.45103565
earthquake,5A3,2,-0.591376645,3.37,2.316628515
earthquake,4A3,5,0.357785846,4.35,1.816729218
earthquake,2A3,5,0.430665553,4.06,2.182668185
earthquake,21A3,4,-0.124865038,4.26,2.082248202
earthquake,19A3,4,-0.021526139,4.04,1.858205934
earthquake,18A3,6,1.107562629,3.63,2.139833846
earthquake,13A3,1,-0.475353545,1.86,1.809179735
earthquake,14A3,2,-0.505586598,2.98,1.938342518
earthquake,16A3,6,0.682555751,4.4,2.344130861
earthquake,11A3,6,0.973124638,3.66,2.404625173
earthquake,8A3,4,0.234211189,3.58,1.79325335
earthquake,7A3,4,0.442326961,3.02,2.215555657
earthquake,17A3,4,-0.079018151,4.15,1.898298015
earthquake,3A3,2,-0.574722349,3.42,2.470758277
earthquake,12A3,6,0.806331978,4.32,2.083509083
earthquake,10A3,6,1.012721631,3.53,2.438972296
earthquake,15A3,4,0.497954318,2.96,2.088544996
east,11D3,2,-0.623343251,3.284313725,2.06036357
east,13D3,4,-0.269368539,4.431372549,1.601421423
east,18D3,2,-0.527262261,3.126213592,2.13596473
east,12D3,2,-0.337283178,2.715686275,2.121915121
east,15D3,6,1.161474654,3.323529412,2.30437279
east,7D3,1,-0.5564847,2.058823529,1.902700163
east,8D3,1,-0.784546142,2.401960784,1.786970465
east,1D3,2,-0.33113524,2.745098039,2.250132117
east,4D3,3,0.082661148,2.882352941,1.423244916
east,19D3,,,3.176470588,2.084415366
east,20D3,4,0.866119972,2.415841584,1.82902885
east,24D3,1,-1.196610493,3.5875,2.162357773
east,10D3,4,-0.060566014,4.078431373,1.294973332
east,16D3,1,-0.610943108,1.970588235,1.588672042
east,9D3,3,-0.088896877,3.18627451,2.095399922
east,5D3,6,0.84845762,3.745098039,2.657648311
east,3D3,1,-1.22060861,3.931372549,2.401566337
east,6D3,1,-1.0802799,3.568627451,2.377742518
east,21D3,2,-0.416615241,2.803921569,1.929649923
east,17D3,2,-0.626603777,3.31372549,2.096580867
east,23D3,5,1.060794146,2.666666667,2.199609926
east,22D3,1,-0.852680612,2.950980392,2.288055299
east,25D3,1,-0.645929827,2.390804598,2.153182187
east,14D3,1,-0.760242413,2.333333333,1.753826557
east,2D3,1,-0.477181832,1.823529412,1.725818874
easy,30D1,1,-0.85911449,2.901960784,2.213861838
easy,24D1,1,-0.597185838,2.078431373,1.805855572
easy,4D1,2,-0.655516559,3.558823529,2.378007858
easy,11D1,1,-0.887578454,2.794117647,2.021362325
easy,3D1,2,-0.697231161,3.460784314,2.095121956
easy,1D1,2,-0.005587109,2.009803922,1.75473954
easy,7D1,1,-1.029513447,2.460784314,1.418907463
easy,12D1,3,-0.032077302,3.058823529,1.833805379
easy,37D1,,,3.306666667,2.155905362
easy,5D1,4,0.314212074,3.333333333,2.121709256
easy,34D1,2,-0.100695265,2.203125,2.017224933
easy,14D1,2,-0.746960892,3.794117647,2.401889666
easy,9D1,2,-0.566302898,3.156862745,2.042833879
easy,25D1,2,-0.968914396,3.725490196,1.780848962
easy,19D1,1,-0.668362035,2.153061224,1.72520455
easy,28D1,6,1.039687893,3.647058824,2.263122608
easy,18D1,2,-0.85085076,3.656862745,1.947301245
easy,26D1,3,-0.228803473,3.421568627,1.842492256
easy,10D1,1,-0.922299443,2.823529412,1.977155496
easy,2D1,1,-0.781749032,2.470588235,1.881151335
easy,32D1,3,-0.315401656,3.731958763,2.320719464
easy,29D1,3,0.113109581,2.784313725,1.906878902
easy,8D1,1,-0.964173378,2.901960784,1.972633581
easy,17D1,1,-0.653565209,2.217821782,1.863351606
easy,23D1,1,-0.938200702,3.168316832,2.311143903
easy,13D1,1,-0.312401459,1.323529412,1.03562068
easy,22D1,3,-0.109695099,3.254901961,2.323731527
easy,31D1,1,-0.755397247,2.539215686,2.037624168
easy,27D1,5,0.873694133,3.215686275,2.0422636
easy,20D1,1,-1.041273235,3.549019608,2.447983413
easy,36D1,5,0.492247592,4,2.031498001
easy,16D1,3,0.033086731,2.931372549,2.074168348
easy,15D1,1,-0.885395755,2.568627451,1.77166814
easy,35D1,1,-1.078455445,3.322033898,2.153110644
easy,21D1,1,-0.769143306,2.725490196,2.243392334
easy,33D1,1,-0.78432844,2.892156863,2.412454741
easy,6D1,1,-0.916723583,3.098039216,2.288627951
eat_1,25B2,7,1.639786612,3.489795918,2.140646872
eat_1,3B2,7,2.205310716,2.530612245,2.026647639
eat_1,17B2,6,1.988662304,2.193877551,1.913910895
eat_1,14B2,7,1.722028574,2.734693878,2.476907868
eat_1,27B2,4,0.674373273,2.632653061,2.027581745
eat_1,23B2,6,2.086602453,2.06122449,1.887650187
eat_1,7B2,7,2.030602906,2.515463918,2.208475162
eat_1,19B2,5,1.493433973,2.244897959,1.844810076
eat_1,28B2,5,1.017255085,2.908163265,2.056354169
eat_1,24B2,6,1.08740229,3.704081633,2.111379007
eat_1,26B2,6,1.554402238,2.693877551,2.126941385
eat_1,5B2,7,1.954729258,2.701030928,2.199265732
eat_1,11B2,6,1.646299988,2.783505155,1.953772015
eat_1,9B2,6,1.793323083,2.546391753,1.925814863
eat_1,1B2,7,2.077377177,2.371134021,2.228226068
eat_1,13B2,6,1.465966259,3.06185567,2.00423735
eat_1,12B2,7,1.36928942,3.690721649,2.416785161
eat_1,6B2,6,1.47774245,2.742268041,2.204532975
eat_1,10B2,7,1.847874222,2.959183673,2.186737755
eat_1,30B2,7,1.651703666,4,1.816306437
eat_1,21B2,7,2.629108435,2.357142857,1.765943572
eat_1,18B2,6,1.96028958,2.43877551,1.816682864
eat_1,2B2,7,2.646243133,2.494845361,1.702471924
eat_1,29B2,5,1.511650054,2.183673469,1.863081024
eat_1,15B2,6,1.40738693,3.091836735,2.066356596
eat_1,16B2,2,0.074148619,1.87755102,1.65139932
eat_1,22B2,7,1.45798705,3.316326531,2.526547454
eat_1,20B2,6,1.471651652,2.897959184,2.10786351
eat_1,4B2,5,1.169072968,2.711340206,1.957670612
eat_1,8B2,7,2.123209051,2.474226804,2.131572109
eat_2,2B3,6,1.44774834,3.04,2.044554235
eat_2,27B3,7,2.063327468,2.49,2.185789735
eat_2,20B3,6,1.185511393,3.78,1.872609587
eat_2,19B3,4,0.853372343,2.505050505,1.751813855
eat_2,18B3,6,1.190385805,3.080808081,2.4523074
eat_2,16B3,7,1.973490427,3.222222222,1.914262023
eat_2,14B3,6,1.554292817,2.929292929,1.975629712
eat_2,28B3,7,1.556403151,3.38,2.325875528
eat_2,15B3,7,1.747112958,2.949494949,2.318399067
eat_2,10B3,5,0.666385076,3.555555556,2.167582224
eat_2,26B3,1,-0.316372758,1.275510204,0.870840479
eat_2,12B3,7,1.87981913,2.927835052,2.166253595
eat_2,21B3,7,1.373384106,3.808080808,2.324127081
eat_2,8B3,7,2.33962686,2.373737374,1.977350622
eat_2,25B3,6,1.843791673,2.585858586,1.851695864
eat_2,4B3,5,1.487719829,2.432989691,1.72546622
eat_2,7B3,5,1.100975,2.97979798,1.834920885
eat_2,3B3,7,1.678509837,3.18,2.275828188
eat_2,24B3,7,1.696303785,2.868686869,2.435479522
eat_2,23B3,4,0.312771621,3.5,1.598610508
eat_2,9B3,7,2.365004968,2.626262626,1.849356527
eat_2,11B3,5,1.548310878,2.22,1.79550505
eat_2,13B3,6,1.827189451,2.575757576,1.874048924
eat_2,1B3,4,1.08719497,2.101010101,1.746687533
eat_2,30B3,5,1.959787015,2.04,1.510368207
eat_2,6B3,7,2.287324632,2.565656566,1.938659416
eat_2,29B3,5,1.395557693,2.42,1.848723283
eat_2,17B3,7,2.064817409,2.727272727,2.069300295
eat_2,5B3,6,1.882555581,2.909090909,1.641868703
eat_2,22B3,7,1.833522458,3.141414141,2.104466101
egg,13A3,1,-0.475353545,1.86,1.809179735
egg,5A3,1,-1.02303843,3.37,2.316628515
egg,14A3,1,-1.02149129,2.98,1.938342518
egg,17A3,2,-1.132593504,4.15,1.898298015
egg,21A3,2,-1.085365327,4.26,2.082248202
egg,16A3,1,-1.45043097,4.4,2.344130861
