EntryID,Participant,IconicityRating(Raw),Iconicity(Participant Z),ParticipantMeanIconicityRating,ParticipantIconicitySD
act,18B2,2,-0.24152565,2.43877551,1.816682864
act,30B2,4,0,4,1.816306437
act,23B2,1,-0.562193407,2.06122449,1.887650187
act,5B2,1,-0.773454023,2.701030928,2.199265732
act,14B2,1,-0.700346549,2.734693878,2.476907868
act,8B2,1,-0.691614794,2.474226804,2.131572109
act,3B2,1,-0.755243396,2.530612245,2.026647639
act,2B2,5,1.471480735,2.494845361,1.702471924
act,24B2,3,-0.333470036,3.704081633,2.111379007
act,9B2,2,-0.283719771,2.546391753,1.925814863
act,11B2,1,-0.912852237,2.783505155,1.953772015
act,26B2,3,0.143926133,2.693877551,2.126941385
action,25C1,3,0.38171842,2.216494845,2.052573609
action,6C1,4,0.252573139,3.432989691,2.244935116
action,8C1,1,-0.934428662,2.958762887,2.096214474
action,12C1,1,-1.035715526,2.835051546,1.771771785
action,29C1,1,-0.69497269,2.309278351,1.883927772
action,7C1,2,0.204157151,1.711340206,1.41390979
action,23C1,3,0.017185799,2.969072165,1.799615747
action,18C1,1,-0.990446245,3.144329897,2.165013908
action,30C1,3,0.080625646,2.865979381,1.662257915
action,21C1,3,0.104812898,2.804123711,1.868818562
action,28C1,1,-0.95803161,2.947916667,2.033248848
action,27C1,1,-0.476273082,1.773195876,1.62342972
action,26C1,1,-0.667740461,2.381443299,2.068832697
action,22C1,5,0.744996508,3.463917526,2.061865335
action,1C1,1,-0.702124248,2.340206186,1.90878778
action,17C1,4,-0.369819791,4.443298969,1.198689147
action,16C1,1,-0.48930016,1.804123711,1.643416001
action,20C1,3,0,3,2.155419526
action,14C1,3,-0.261008981,3.577319588,2.211876332
action,9C1,1,-0.705201089,2.350515464,1.915078529
action,24C1,5,0.734321436,3.659793814,1.825094735
action,15C1,1,-0.974682136,3.216494845,2.274069426
action,11C1,5,0.433163029,4.175257732,1.903999679
action,19C1,1,-0.844837602,2.556701031,1.842603865
action,4C1,2,-0.943364498,4.134020619,2.262137936
action,3C1,1,-0.64485203,2.206185567,1.870484253
action,5C1,3,0.212140608,2.649484536,1.652278963
action,13C1,1,-0.976268939,3.072164948,2.122534956
action,2C1,3,0.030241454,2.93814433,2.045393366
action,10C1,1,-0.605043016,2.24742268,2.06170908
actor,5A3,1,-1.02303843,3.37,2.316628515
actor,1A3,1,-1.087149399,4.02,2.777907068
actor,21A3,1,-1.565615471,4.26,2.082248202
actor,16A3,1,-1.45043097,4.4,2.344130861
actor,15A3,1,-0.938452369,2.96,2.088544996
actor,4A3,2,-1.293533443,4.35,1.816729218
actor,6A3,1,-0.958778384,3.35,2.45103565
actor,3A3,1,-0.979456397,3.42,2.470758277
actor,2A3,3,-0.485644134,4.06,2.182668185
actor,19A3,2,-1.09783311,4.04,1.858205934
actor,10A3,1,-1.037322156,3.53,2.438972296
actor,11A3,1,-1.106201511,3.66,2.404625173
actor,8A3,3,-0.3234345,3.58,1.79325335
actor,17A3,2,-1.132593504,4.15,1.898298015
actor,7A3,1,-0.911735164,3.02,2.215555657
actor,20A3,1,-0.963958537,2.88,1.950291354
actor,14A3,1,-1.02149129,2.98,1.938342518
actor,13A3,1,-0.475353545,1.86,1.809179735
actor,18A3,3,-0.294415382,3.63,2.139833846
actor,9A3,1,-0.980775077,3.12,2.161555744
actor,12A3,3,-0.633546554,4.32,2.083509083
address,28D1,1,-1.16964888,3.647058824,2.263122608
address,17D1,1,-0.653565209,2.217821782,1.863351606
address,5D1,2,-0.628424149,3.333333333,2.121709256
address,27D1,1,-1.08491689,3.215686275,2.0422636
address,6D1,1,-0.916723583,3.098039216,2.288627951
address,23D1,1,-0.938200702,3.168316832,2.311143903
address,36D1,2,-0.984495185,4,2.031498001
address,2D1,2,-0.25015969,2.470588235,1.881151335
address,22D1,1,-0.970379725,3.254901961,2.323731527
address,33D1,1,-0.78432844,2.892156863,2.412454741
address,24D1,1,-0.597185838,2.078431373,1.805855572
address,15D1,1,-0.885395755,2.568627451,1.77166814
address,19D1,1,-0.668362035,2.153061224,1.72520455
address,25D1,2,-0.968914396,3.725490196,1.780848962
address,10D1,2,-0.416522329,2.823529412,1.977155496
address,13D1,1,-0.312401459,1.323529412,1.03562068
address,31D1,1,-0.755397247,2.539215686,2.037624168
address,1D1,1,-0.575472256,2.009803922,1.75473954
address,4D1,4,0.185523555,3.558823529,2.378007858
address,32D1,3,-0.315401656,3.731958763,2.320719464
address,30D1,1,-0.85911449,2.901960784,2.213861838
address,20D1,2,-0.632773735,3.549019608,2.447983413
address,35D1,2,-0.614011129,3.322033898,2.153110644
address,3D1,1,-1.174530345,3.460784314,2.095121956
address,16D1,1,-0.931155155,2.931372549,2.074168348
address,29D1,1,-0.935724719,2.784313725,1.906878902
address,8D1,1,-0.964173378,2.901960784,1.972633581
address,37D1,1,-1.069929463,3.306666667,2.155905362
address,26D1,2,-0.771546596,3.421568627,1.842492256
address,11D1,1,-0.887578454,2.794117647,2.021362325
address,12D1,1,-1.122705579,3.058823529,1.833805379
address,21D1,1,-0.769143306,2.725490196,2.243392334
address,14D1,1,-1.16329975,3.794117647,2.401889666
address,9D1,4,0.41272923,3.156862745,2.042833879
address,18D1,2,-0.85085076,3.656862745,1.947301245
address,7D1,2,-0.324745853,2.460784314,1.418907463
address,34D1,1,-0.596425803,2.203125,2.017224933
adult,13C3,4,0.239240285,3.639175258,1.508210633
adult,21C3,1,-0.55321425,2.121212121,2.026723138
adult,7C3,3,-0.09747374,3.161616162,1.658048218
adult,28C3,1,-0.637642847,2.141414141,1.790052451
adult,6C3,2,-0.409205928,2.898989899,2.196913185
adult,27C3,1,-0.717597,2.545454545,2.153652461
adult,5C3,4,0.179010424,3.626262626,2.087796703
adult,36C3,1,-0.829161006,2.693877551,2.042881345
adult,14C3,2,-0.302006872,2.575757576,1.906438656
adult,24C3,1,-0.985975451,3.101010101,2.130894942
adult,12C3,2,-0.359988881,2.737373737,2.048323648
adult,32C3,1,-0.559393392,2.02020202,1.823764877
adult,1C3,2,0.059839989,1.909090909,1.519202994
adult,33C3,3,-0.091642418,3.171717172,1.873773907
adult,23C3,4,0.385773337,3.121212121,2.277990196
adult,22C3,1,-1.132659173,3.444444444,2.158146513
adult,17C3,1,-0.965250622,3.171717172,2.249899789
adult,4C3,5,0.691585291,3.467391304,2.216080527
adult,30C3,3,-0.044764317,3.090909091,2.030838316
adult,35C3,3,-0.102876711,3.242424242,2.356454051
adult,15C3,3,0.089263407,2.797979798,2.263191705
adult,10C3,2,-0.402442352,2.854166667,2.122457199
adult,9C3,2,-0.266950111,2.555555556,2.081121275
adult,29C3,2,-0.644780668,3.479166667,2.294061747
adult,25C3,1,-0.659172116,2.040816327,1.578975052
adult,20C3,1,-0.875600609,3.03030303,2.318754704
adult,3C3,3,-0.247874981,3.545454545,2.200522792
adult,16C3,1,-0.794101429,2.595959596,2.009767942
adult,34C3,7,1.083028419,4.252525253,2.536844554
adult,26C3,1,-1.16831266,3.717171717,2.325723078
adult,8C3,1,-0.591523481,2.111111111,1.87838885
adult,11C3,2,-0.248944629,2.434343434,1.744739125
adult,19C3,,,2.930232558,2.294703352
adult,31C3,1,-0.943191261,3.282828283,2.420323827
adult,2C3,4,-0.033292539,4.080808081,2.42721293
adult,18C3,2,-0.452068848,2.96969697,2.145020553
africa,24A2,2,-0.427817746,2.93814433,2.192859781
africa,26A2,5,0.776962209,3.268041237,2.229141576
africa,6A2,1,-0.919476908,2.845360825,2.006968102
africa,13A2,1,-0.851976463,3.103092784,2.468486953
africa,29A2,4,0.119715515,3.75257732,2.066755347
africa,7A2,7,1.207448848,5.835051546,0.964801495
africa,14A2,2,-0.932440312,4.216494845,2.377090326
africa,17A2,1,-0.89763853,3.103092784,2.342917235
africa,11A2,1,-0.705919013,2.288659794,1.825506567
africa,25A2,1,-0.754155711,2.824742268,2.419582907
africa,1A2,3,0.025301925,2.947368421,2.080141265
africa,12A2,1,-0.847711582,2.927835052,2.27416387
africa,3A2,1,-0.92455925,3.12371134,2.296998639
africa,27A2,4,0.449056807,3.103092784,1.997313488
africa,8A2,2,-0.481851407,2.989690722,2.053933449
africa,2A2,1,-0.719903357,2.412371134,1.961889912
africa,28A2,1,-0.623517702,2.082474227,1.736076174
africa,21A2,1,-1.083844034,3.463917526,2.273313733
africa,4A2,1,-1.094860291,3.164948454,1.977374166
africa,16A2,4,0.611011771,2.773195876,2.007824043
africa,23A2,1,-0.65484889,2.18556701,1.810443643
africa,30A2,5,0.429948204,3.907216495,2.541663146
africa,18A2,1,-0.675640693,2.412371134,2.090417509
africa,22A2,1,-0.465513873,1.680412371,1.461637151
africa,19A2,1,-0.79640577,2.587628866,1.99349242
africa,15A2,1,-0.99333372,2.87628866,1.888880466
africa,10A2,1,-1.171231233,3.381443299,2.033281927
africa,20A2,1,-1.038785515,3.402061856,2.312375194
africa,5A2,6,0.919054002,3.75257732,2.445365207
africa,9A2,1,-0.727568531,2.525773196,2.097085197
after,12B2,7,1.36928942,3.690721649,2.416785161
after,28B2,1,-0.927935126,2.908163265,2.056354169
after,23B2,4,1.027084109,2.06122449,1.887650187
after,7B2,1,-0.686203741,2.515463918,2.208475162
after,14B2,5,0.914570199,2.734693878,2.476907868
after,8B2,4,0.715797129,2.474226804,2.131572109
after,18B2,5,1.409835773,2.43877551,1.816682864
after,1B2,1,-0.615347805,2.371134021,2.228226068
after,13B2,5,0.967023357,3.06185567,2.00423735
after,3B2,4,0.72503366,2.530612245,2.026647639
after,5B2,4,0.590637618,2.701030928,2.199265732
after,30B2,4,0,4,1.816306437
after,9B2,3,0.235540942,2.546391753,1.925814863
after,4B2,1,-0.874171679,2.711340206,1.957670612
after,24B2,5,0.613778181,3.704081633,2.111379007
after,22B2,3,-0.125201104,3.316326531,2.526547454
after,20B2,4,0.522823613,2.897959184,2.10786351
after,27B2,3,0.181174909,2.632653061,2.027581745
after,29B2,3,0.438159436,2.183673469,1.863081024
after,16B2,1,-0.531398439,1.87755102,1.65139932
after,26B2,2,-0.326232568,2.693877551,2.126941385
after,10B2,4,0.475967603,2.959183673,2.186737755
after,2B2,2,-0.290662861,2.494845361,1.702471924
after,25B2,2,-0.695955946,3.489795918,2.140646872
after,15B2,5,0.923443354,3.091836735,2.066356596
after,6B2,3,0.116910004,2.742268041,2.204532975
after,17B2,1,-0.623789516,2.193877551,1.913910895
after,11B2,4,0.622639098,2.783505155,1.953772015
after,19B2,3,0.409311533,2.244897959,1.844810076
after,21B2,2,-0.20223911,2.357142857,1.765943572
age,19B2,1,-0.674810906,2.244897959,1.844810076
age,10B2,1,-0.895939017,2.959183673,2.186737755
age,3B2,1,-0.755243396,2.530612245,2.026647639
age,5B2,2,-0.318756809,2.701030928,2.199265732
age,30B2,2,-1.101135777,4,1.816306437
age,11B2,1,-0.912852237,2.783505155,1.953772015
age,14B2,1,-0.700346549,2.734693878,2.476907868
age,4B2,1,-0.874171679,2.711340206,1.957670612
age,12B2,6,0.955516604,3.690721649,2.416785161
age,24B2,4,0.140154073,3.704081633,2.111379007
age,26B2,6,1.554402238,2.693877551,2.126941385
age,22B2,1,-0.916795181,3.316326531,2.526547454
age,6B2,1,-0.790311627,2.742268041,2.204532975
age,28B2,1,-0.927935126,2.908163265,2.056354169
age,16B2,1,-0.531398439,1.87755102,1.65139932
age,18B2,3,0.308928157,2.43877551,1.816682864
age,21B2,1,-0.76850862,2.357142857,1.765943572
age,23B2,1,-0.562193407,2.06122449,1.887650187
age,8B2,1,-0.691614794,2.474226804,2.131572109
age,2B2,1,-0.87804406,2.494845361,1.702471924
age,13B2,1,-1.028748252,3.06185567,2.00423735
age,29B2,1,-0.635331182,2.183673469,1.863081024
age,25B2,3,-0.228807434,3.489795918,2.140646872
age,15B2,1,-1.012330949,3.091836735,2.066356596
age,17B2,1,-0.623789516,2.193877551,1.913910895
age,1B2,1,-0.615347805,2.371134021,2.228226068
age,27B2,1,-0.805221819,2.632653061,2.027581745
age,20B2,3,0.048409594,2.897959184,2.10786351
age,9B2,1,-0.802980485,2.546391753,1.925814863
age,7B2,1,-0.686203741,2.515463918,2.208475162
agreement,4C2,5,0.868442676,3.21,2.061160799
agreement,17C2,3,0.259491005,2.56,1.695627175
agreement,23C2,4,0.125296629,3.73,2.15488639
agreement,9C2,2,-0.113219425,2.21,1.854805389
agreement,24C2,4,0.631280154,2.65,2.138511708
agreement,16C2,1,-0.687990871,2.16,1.686068884
agreement,10C2,2,-0.238420429,2.51,2.139078438
agreement,14C2,4,0.754357421,2.54,1.935422069
agreement,2C2,6,1.049108729,3.34,2.535485529
agreement,6C2,2,-0.43437582,2.9,2.071938535
agreement,13C2,2,-0.470392217,3.13,2.402250628
agreement,1C2,1,-0.599336797,2.02020202,1.702218229
