,source,target
1068,G_03_84,A_03_011
1069,G_03_88,A_03_011
1070,H_03_61,A_03_011
1071,A_02_077,A_03_012
1072,J_03_062,A_03_012
1073,B_02_005,A_03_015
1074,D_03_027,A_03_015
1075,D_03_082,A_03_015
1076,E_02_53,A_03_015
1077,E_02_92,A_03_015
1078,E_03_22,A_03_015
1079,F_02_48,A_03_015
1080,F_03_48,A_03_015
1081,H_03_2,A_03_015
1082,J_01_087,A_03_015
1083,J_01_100,A_03_015
1084,A_01_087,A_03_016
1085,A_02_057,A_03_016
1086,A_03_027,A_03_016
1087,A_03_043,A_03_016
1088,B_02_005,A_03_016
1089,B_02_015,A_03_016
1090,B_03_058,A_03_016
1091,C_01_032,A_03_016
1092,C_02_074,A_03_016
1093,D_03_027,A_03_016
1094,E_01_21,A_03_016
1095,E_01_46,A_03_016
1096,E_02_53,A_03_016
1097,E_02_92,A_03_016
1098,E_03_22,A_03_016
1099,E_03_94,A_03_016
1100,F_02_48,A_03_016
1101,F_03_48,A_03_016
1102,F_03_66,A_03_016
1103,H_01_35,A_03_016
1104,H_01_61,A_03_016
1105,J_01_087,A_03_016
1106,J_01_100,A_03_016
1107,G_02_67,A_03_017
1108,B_03_045,A_03_019
1109,C_01_039,A_03_019
1110,D_02_020,A_03_019
1111,E_02_49,A_03_019
1112,F_03_26,A_03_019
1113,G_01_66,A_03_019
1114,J_02_088,A_03_019
1115,J_03_021,A_03_019
1116,C_01_080,A_03_021
1117,E_01_80,A_03_021
1118,A_01_022,A_03_022
1119,A_02_034,A_03_022
1120,B_02_063,A_03_022
1121,A_01_052,A_03_024
1122,B_01_063,A_03_024
1123,G_01_88,A_03_024
1124,H_01_104,A_03_024
1125,J_03_043,A_03_024
1126,A_02_045,A_03_025
1127,A_03_037,A_03_025
1128,B_01_052,A_03_025
1129,C_01_048,A_03_025
1130,C_01_060,A_03_025
1131,D_03_056,A_03_025
1132,F_01_13,A_03_025
1133,F_02_67,A_03_025
1134,F_02_79,A_03_025
1135,H_02_103,A_03_025
1136,H_02_3,A_03_025
1137,A_01_075,A_03_026
1138,C_01_023,A_03_026
1139,C_02_026,A_03_026
1140,C_03_023,A_03_026
1141,F_01_43,A_03_026
1142,J_01_079,A_03_026
1143,A_01_087,A_03_027
1144,A_02_057,A_03_027
1145,A_03_016,A_03_027
1146,A_03_043,A_03_027
1147,C_01_024,A_03_027
1148,E_01_21,A_03_027
1149,E_01_46,A_03_027
1150,E_02_60,A_03_027
1151,F_03_66,A_03_027
1152,F_02_65,A_03_028
1153,H_01_4,A_03_028
1154,A_01_046,A_03_029
1155,A_02_061,A_03_029
1156,A_03_079,A_03_029
1157,B_01_043,A_03_029
1158,B_01_061,A_03_029
1159,B_02_077,A_03_029
1160,B_03_090,A_03_029
1161,C_01_011,A_03_029
1162,D_01_009,A_03_029
1163,D_02_072,A_03_029
1164,D_02_077,A_03_029
1165,D_02_084,A_03_029
1166,F_01_72,A_03_029
1167,F_02_21,A_03_029
1168,F_02_66,A_03_029
1169,F_03_100,A_03_029
1170,F_03_14,A_03_029
1171,G_01_22,A_03_029
1172,G_01_86,A_03_029
1173,G_02_82,A_03_029
1174,G_03_101,A_03_029
1175,H_01_84,A_03_029
1176,H_02_26,A_03_029
1177,H_02_50,A_03_029
1178,H_02_68,A_03_029
1179,H_03_105,A_03_029
1180,H_03_30,A_03_029
1181,J_02_035,A_03_029
1182,J_02_051,A_03_029
1183,J_02_064,A_03_029
1184,J_02_079,A_03_029
1185,J_03_016,A_03_029
1186,J_03_086,A_03_029
1187,D_01_066,A_03_030
1188,B_01_047,A_03_032
1189,C_03_019,A_03_032
1190,C_03_037,A_03_032
1191,E_01_89,A_03_032
1192,E_03_70,A_03_032
1193,H_01_63,A_03_032
1194,A_01_047,A_03_033
1195,A_02_005,A_03_033
1196,A_03_087,A_03_033
1197,B_02_013,A_03_033
1198,B_03_028,A_03_033
1199,C_01_065,A_03_033
1200,C_02_002,A_03_033
1201,C_02_069,A_03_033
1202,D_02_018,A_03_033
1203,D_02_089,A_03_033
1204,D_03_010,A_03_033
1205,D_03_030,A_03_033
1206,E_02_45,A_03_033
1207,E_03_48,A_03_033
1208,E_03_85,A_03_033
1209,E_03_95,A_03_033
1210,F_02_65,A_03_033
1211,F_03_54,A_03_033
1212,G_03_72,A_03_033
1213,H_01_16,A_03_033
1214,H_01_4,A_03_033
1215,H_02_18,A_03_033
1216,H_02_47,A_03_033
1217,H_03_29,A_03_033
1218,H_03_76,A_03_033
1219,J_02_047,A_03_033
1220,J_02_084,A_03_033
1221,J_03_006,A_03_033
1222,C_01_023,A_03_034
1223,F_01_43,A_03_034
1224,A_02_031,A_03_035
1225,F_03_22,A_03_035
1226,A_02_045,A_03_037
1227,A_03_025,A_03_037
1228,B_01_052,A_03_037
1229,C_01_048,A_03_037
1230,C_01_060,A_03_037
1231,D_03_056,A_03_037
1232,F_01_13,A_03_037
1233,F_02_67,A_03_037
1234,F_02_79,A_03_037
1235,H_02_103,A_03_037
1236,J_02_006,A_03_037
1237,J_03_056,A_03_037
1238,A_03_054,A_03_038
1239,G_02_73,A_03_040
1240,A_01_023,A_03_041
1241,E_03_18,A_03_041
1242,H_01_49,A_03_041
1243,H_03_23,A_03_041
1244,H_03_89,A_03_041
1245,B_01_020,A_03_042
1246,B_01_033,A_03_042
1247,B_03_077,A_03_042
1248,C_03_031,A_03_042
1249,D_01_070,A_03_042
1250,E_01_74,A_03_042
1251,E_02_64,A_03_042
1252,E_02_71,A_03_042
1253,E_02_75,A_03_042
1254,E_03_4,A_03_042
1255,E_03_99,A_03_042
1256,G_01_14,A_03_042
1257,G_01_65,A_03_042
1258,G_03_50,A_03_042
1259,G_03_59,A_03_042
1260,H_01_40,A_03_042
1261,H_01_65,A_03_042
1262,H_03_3,A_03_042
1263,J_01_057,A_03_042
1264,J_01_109,A_03_042
1265,J_03_003,A_03_042
1266,A_01_087,A_03_043
1267,A_02_057,A_03_043
1268,A_03_016,A_03_043
1269,A_03_027,A_03_043
1270,B_02_005,A_03_043
1271,B_02_015,A_03_043
1272,B_03_058,A_03_043
1273,C_01_032,A_03_043
1274,C_02_074,A_03_043
1275,D_03_027,A_03_043
1276,E_01_21,A_03_043
1277,E_01_46,A_03_043
1278,E_02_53,A_03_043
1279,E_02_92,A_03_043
1280,E_03_22,A_03_043
1281,E_03_94,A_03_043
1282,F_02_48,A_03_043
1283,F_03_48,A_03_043
1284,F_03_66,A_03_043
1285,H_01_35,A_03_043
1286,H_01_61,A_03_043
1287,J_01_087,A_03_043
1288,J_01_100,A_03_043
1289,D_01_051,A_03_044
1290,F_02_47,A_03_044
1291,G_01_20,A_03_044
1292,G_02_18,A_03_044
1293,G_02_54,A_03_044
1294,H_01_050,A_03_044
1295,H_01_60,A_03_044
1296,H_03_53,A_03_044
1297,H_03_88,A_03_044
1298,B_03_025,A_03_045
1299,B_03_068,A_03_045
1300,C_02_026,A_03_045
1301,C_02_057,A_03_045
1302,C_03_023,A_03_045
1303,D_01_065,A_03_045
1304,E_02_14,A_03_045
1305,E_03_76,A_03_045
1306,F_01_37,A_03_045
1307,J_02_073,A_03_045
1308,J_03_008,A_03_045
1309,E_02_031,A_03_046
1310,E_03_96,A_03_046
1311,J_01_017,A_03_046
1312,J_01_033,A_03_046
1313,J_03_037,A_03_046
1314,J_03_057,A_03_046
1315,A_02_044,A_03_047
1316,B_01_019,A_03_047
1317,B_02_038,A_03_047
1318,D_01_052,A_03_047
1319,E_01_33,A_03_047
1320,G_01_11,A_03_047
1321,G_01_64,A_03_047
1322,G_01_68,A_03_047
1323,G_02_36,A_03_047
1324,H_01_74,A_03_048
1325,J_03_074,A_03_048
1326,B_01_077,A_03_051
1327,C_01_058,A_03_051
1328,J_01_104,A_03_051
1329,J_02_022,A_03_051
1330,F_02_2,A_03_052
1331,F_02_56,A_03_052
1332,H_01_7,A_03_052
1333,A_01_018,A_03_054
1334,A_03_038,A_03_054
1335,H_03_90,A_03_054
1336,D_03_085,A_03_055
1337,D_02_088,A_03_056
1338,E_02_33,A_03_056
1339,F_03_24,A_03_056
1340,H_02_30,A_03_056
1341,H_02_75,A_03_056
1342,J_01_012,A_03_056
1343,J_03_041,A_03_056
1344,H_03_56,A_03_059
1345,H_03_98,A_03_059
1346,A_02_027,A_03_060
1347,B_01_077,A_03_060
1348,B_02_025,A_03_060
1349,B_03_016,A_03_060
1350,D_03_031,A_03_060
1351,F_01_27,A_03_060
1352,F_01_4,A_03_060
1353,F_01_59,A_03_060
1354,F_01_80,A_03_060
1355,G_02_100,A_03_060
1356,H_03_78,A_03_060
1357,A_03_078,A_03_061
1358,B_01_043,A_03_061
1359,B_03_075,A_03_061
1360,D_01_050,A_03_061
1361,D_02_077,A_03_061
1362,D_02_084,A_03_061
1363,E_01_39,A_03_061
1364,F_01_85,A_03_061
1365,F_03_59,A_03_061
1366,H_01_52,A_03_061
1367,H_01_55,A_03_061
1368,H_02_58,A_03_061
1369,H_02_68,A_03_061
1370,J_02_035,A_03_061
1371,J_02_079,A_03_061
1372,D_03_029,A_03_072
1373,F_01_67,A_03_072
1374,F_03_3,A_03_072
1375,H_01_62,A_03_072
1376,J_02_034,A_03_072
1377,A_03_088,A_03_073
1378,C_01_052,A_03_073
1379,F_01_39,A_03_073
1380,F_03_57,A_03_073
1381,G_01_80,A_03_073
1382,A_02_088,A_03_074
1383,B_03_013,A_03_074
1384,D_01_030,A_03_074
1385,D_01_035,A_03_074
1386,D_02_034,A_03_074
1387,F_01_16,A_03_074
1388,G_03_54,A_03_074
1389,J_01_091,A_03_074
1390,A_02_090,A_03_075
1391,D_02_062,A_03_075
1392,F_03_70,A_03_075
1393,G_01_19,A_03_075
1394,G_01_91,A_03_075
1395,G_03_31,A_03_075
1396,G_03_69,A_03_075
1397,H_01_14,A_03_075
1398,H_01_42,A_03_075
1399,H_01_54,A_03_075
1400,H_03_104,A_03_075
1401,J_01_010,A_03_075
1402,J_01_023,A_03_075
1403,J_02_074,A_03_075
1404,J_03_007,A_03_075
1405,B_03_070,A_03_076
1406,H_01_43,A_03_076
1407,H_01_73,A_03_076
1408,A_01_053,A_03_077
1409,D_03_084,A_03_077
1410,G_02_87,A_03_077
1411,H_01_54,A_03_077
1412,J_03_087,A_03_077
1413,A_02_027,A_03_078
1414,A_03_061,A_03_078
1415,B_01_039,A_03_078
1416,B_01_064,A_03_078
1417,B_02_025,A_03_078
1418,C_02_044,A_03_078
1419,D_01_050,A_03_078
1420,D_01_081,A_03_078
1421,D_03_067,A_03_078
1422,E_01_36,A_03_078
1423,F_01_59,A_03_078
1424,F_01_80,A_03_078
1425,F_02_7,A_03_078
1426,G_01_30,A_03_078
1427,H_03_73,A_03_078
1428,H_03_78,A_03_078
1429,A_02_025,A_03_079
1430,A_03_029,A_03_079
1431,B_01_043,A_03_079
1432,B_03_090,A_03_079
1433,C_01_011,A_03_079
1434,D_01_009,A_03_079
1435,D_02_077,A_03_079
1436,D_02_084,A_03_079
1437,F_02_66,A_03_079
1438,F_03_100,A_03_079
1439,G_03_101,A_03_079
1440,H_02_50,A_03_079
1441,H_02_68,A_03_079
1442,H_03_105,A_03_079
1443,H_03_30,A_03_079
1444,J_02_035,A_03_079
1445,J_02_079,A_03_079
1446,J_03_016,A_03_079
1447,J_03_086,A_03_079
1448,A_01_076,A_03_080
1449,B_03_068,A_03_080
1450,C_03_049,A_03_080
1451,D_01_076,A_03_080
1452,D_02_021,A_03_080
1453,D_02_082,A_03_080
1454,D_03_013,A_03_080
1455,E_01_34,A_03_080
1456,F_01_37,A_03_080
1457,F_02_19,A_03_080
1458,G_03_11,A_03_080
1459,H_01_37,A_03_080
1460,H_03_13,A_03_080
1461,J_01_077,A_03_080
1462,J_02_073,A_03_080
1463,J_03_008,A_03_080
1464,J_03_024,A_03_080
1465,J_03_061,A_03_080
1466,A_01_026,A_03_082
1467,B_01_009,A_03_082
1468,D_01_086,A_03_082
1469,E_02_76,A_03_082
1470,E_03_82,A_03_082
1471,H_02_61,A_03_082
1472,J_02_030,A_03_082
1473,J_03_095,A_03_082
1474,A_02_038,A_03_083
1475,A_02_085,A_03_083
1476,B_03_076,A_03_083
1477,C_02_059,A_03_083
1478,D_01_019,A_03_083
1479,E_01_66,A_03_083
1480,F_03_82,A_03_083
1481,H_03_82,A_03_083
1482,E_02_33,A_03_085
1483,B_02_087,A_03_086
1484,D_01_082,A_03_086
1485,E_01_76,A_03_086
1486,H_02_100,A_03_086
1487,J_03_072,A_03_086
1488,A_01_047,A_03_087
1489,A_02_005,A_03_087
1490,A_03_033,A_03_087
1491,B_02_013,A_03_087
1492,B_03_028,A_03_087
1493,C_01_065,A_03_087
1494,C_02_002,A_03_087
1495,C_02_069,A_03_087
1496,D_02_018,A_03_087
1497,D_02_089,A_03_087
1498,D_03_010,A_03_087
1499,D_03_030,A_03_087
