"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"eyeglasses","eyeglasses","A_01_012","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/H0fSCVRBxNU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344216509"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.905","1.221","-0.141","21","0","3.583","1.165","-0.282","12","0.00","","","6.187","1.139","1.499","139","","1.544","Noun","367.00","901.00","534.00","1001.00","6.77","0.43","31","1.81","6.68","0.48","19","1.80","NA","0","0","0","1","bent_l","1","i","Bent","0","NA","NA","Open","0","SymmetricalOrAlternating","Straight","Head","Eye","NA","1","bent_l","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","725","43","0","1245","712","253","2010","1215","1694","0","0","1756","1790","2276","","","","","EYEGLASSES","4","0","4","0","","EYEGLASSES"
"eyes","eyes","C_01_062","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/bhrT4NdLFh4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345578841"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.967","1.520","0.360","30","0","5.389","1.335","0.482","18","0.00","1","1","6.833","1.921","2.082","30","","4.053","Noun","1101.00","1802.00","701.00","2669.00","6.70","0.99","30","2.12","6.62","1.16","21","2.04","Pantomimic","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Curved","Head","Eye","Eye","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","26","16","1068","725","43","3","634","712","1051","2010","1509","1694","0","0","1756","934","2276","","","","","EYES","11","9","11","9","eyes","EYES"
"eyes_awake","eyes_awake","G_01_041","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0krXuQYQNmc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.320","1.819","0.012","27","0","3.818","1.888","-0.293","12","0.08","1","0","2.893","1.685","-0.307","28","EYES AWAKE","","Verb","601.00","1335.00","734.00","1969.00","","","","","","","","","Arbitrary","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Head","Eye","NA","1","c","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","52","43","939","725","43","0","1245","1222","579","2010","1509","1694","839","1391","1756","1790","2276","","","","","","7","6","7","6","eyes_awake",""
"face","face","E_01_053","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8KeL25sJMi8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346052654"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.114","1.255","0.454","35","0","4.933","1.335","0.382","15","0.00","","","6.640","1.075","1.199","25","","4.169","Noun","400.00","1602.00","1201.00","2169.00","","","","","","","","","Pantomimic","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Circular","Head","HeadAway","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29","26","1068","725","179","342","208","712","1051","2010","1215","1030","0","0","1756","934","2276","","","","","FACEix","8","9","8","9","","FACEix"
"faculty","faculty","J_02_061","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Xe7reyFcoAI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.200","1.883","0.054","30","0","4.400","1.765","0.120","15","0.00","","","1.800","1.414","-0.737","25","","2.396","Noun","467.00","1335.00","868.00","1735.00","","","","","","","","","Arbitrary","1","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Straight","Body","Clavicle","Clavicle","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","256","46","18","1245","712","579","2010","1509","1694","0","0","812","1790","2276","","","","","FACULTY","7","5","7","5","","FACULTY"
"fade","fade","J_02_053","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LCgpiZH51r4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.400","1.380","0.152","30","0","4.800","1.265","0.280","15","0.00","","","2.800","1.258","-0.281","25","","2.458","Verb","367.00","1268.00","901.00","1935.00","","","","","","","","","Arbitrary","0","0","0","1","flat_o","0","imrp","Flat","1","0","0","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","flat_o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","415","532","1509","1030","839","1391","812","1790","2276","","","","","DISSOLVE","3","3","3","3","","DISSOLVE"
"fail","fail","H_01_077","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wBL8uJhwr7Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.400","1.848","0.116","28","0","4.077","2.100","-0.072","14","0.07","","","2.200","1.673","-0.638","20","","3.099","Verb","467.00","834.00","367.00","1368.00","","","","","","","","","Arbitrary","0","0","0","1","p","1","im","Stacked","0","NA","0","Open","1","DominanceViolation","Straight","Hand","FingerRadial","HandAway","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","682","94","298","1245","381","65","2010","1509","1694","0","1391","812","1790","2276","","","","","FAIL","4","1","4","1","","FAIL"
"faint","faint","G_03_046","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l60OnZRRSqo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.542","1.532","-0.867","27","0","2.909","1.578","-0.641","12","0.08","","","2.100","2.049","-0.700","20","","2.676","Verb","434.00","1502.00","1068.00","2269.00","","","","","","","","","Arbitrary","0","0","1","2","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","Head","Forehead","NA","1","NA","0","o","0","imrp","Curved","1","0","0","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","107","0","416","712","1051","2010","1509","1694","0","0","1756","934","2276","","","","","FAINT","62","49","62","49","","FAINT"
"fair","fair","G_01_080","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_dEsOaeyY7o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.704","1.265","0.783","27","0","6.000","0.853","0.996","12","0.00","","","3.393","1.853","-0.049","28","","3.684","Verb","567.00","1268.00","701.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","415","2010","1215","1694","839","1391","1756","1790","2276","","","","","EQUAL    or     FAIR","19","11","19","11","","EQUAL    or     FAIR"
"fake","fake","G_03_080","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/U0m7sN4oj4s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.769","1.366","0.331","27","0","4.818","1.401","0.413","12","0.08","","","2.450","2.373","-0.547","20","","3.268","Verb","434.00","1001.00","567.00","1568.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Curved","Head","CheekNose","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","96","342","634","712","1051","2010","1509","1694","0","0","1756","934","2276","","","","","FAKE","11","11","11","11","","FAKE"
"fall_1","fall_1","B_03_074","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7_c-vS1lK7Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344360808"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.680","1.574","0.042","25","0","4.714","1.437","0.060","14","0.00","","","1.300","1.948","-0.761","30","","3.781","Noun","567.00","901.00","334.00","1935.00","1.48","0.81","31","-0.74","1.46","0.86","22","-0.73","Arbitrary","0","0","0","1","closed_b","0","imrp","FullyOpen","0","0","0","Closed","0","OneHanded","Straight","Arm","ForearmUlnar","ArmAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","71","15","23","1245","1222","1051","2010","1215","1694","839","1391","1756","934","2276","3","2","0","-0.17","AUTUMN","0","5","0","5","","AUTUMN"
"fall_2","fall_2","C_03_007","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/h51rB_baCQ0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>","<iframe src=""https://player.vimeo.com/video/345797829"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.733","1.285","-0.334","30","0","3.944","1.259","-0.334","18","0.00","","","3.200","2.075","0.096","35","","3.781","Verb","434.00","834.00","400.00","1935.00","3.90","1.63","30","0.52","4.29","1.59","21","0.66","Arbitrary","0","0","0","1","v","1","im","FullyOpen","0","1","0","Closed","0","OneHanded","Curved","Neutral","Neutral","Neutral","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28","18","1068","989","990","818","634","381","1051","2010","1509","1030","554","1391","1756","934","448","3","2","-1","-0.17","FALL","5","3","5","3","","FALL"
"falling_asleep","falling_asleep","E_03_006","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/3EHV587H0VA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346065934"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.250","1.351","0.019","30","0","4.154","1.864","-0.054","14","0.07","","","2.229","2.116","-0.801","35","","","Verb","534.00","1869.00","1335.00","2436.00","","","","","","","","","Arbitrary","0","0","0","1","flat_b","1","imrp","Flat","0","0","0","Open","0","SymmetricalOrAlternating","Curved","Head","HeadAway","HeadAway","0","flat_b","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","725","179","342","634","1222","415","2010","1215","1030","839","1391","1756","1790","448","","","","","FALL-ASLEEP","3","2","3","2","","FALL-ASLEEP"
"family","family","C_01_025","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4aslyyzo5hE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345577346"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.967","1.189","0.946","30","0","6.167","1.043","0.952","18","0.00","","","2.000","1.921","-0.444","30","","4.257","Noun","534.00","1001.00","467.00","1935.00","2.13","1.17","30","-0.40","2.10","1.18","21","-0.47","Arbitrary","1","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","f","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","634","712","579","2010","1509","1694","0","0","812","1790","448","3","2","0","-0.17","FAMILY","11","4","11","4","","FAMILY"
"famous","famous","E_03_085","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/HWdhIxk_YtU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346076224"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.233","1.406","0.015","30","0","4.286","1.069","-0.006","14","0.00","","","2.778","2.510","-0.496","18","","3.361","Adjective","601.00","1635.00","1034.00","2369.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Straight","Head","Chin","HeadAway","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","725","101","342","1245","712","1051","2010","1509","1694","0","0","1756","934","2276","","","","","FAMOUS","31","7","31","7","","FAMOUS"
"fan","fan","F_03_055","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KOh9RgGPdV4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.926","1.269","-0.761","27","0","3.000","1.468","-0.749","14","0.00","","","3.313","1.958","-0.247","32","FAN (AIR)","3.254","Noun","367.00","1134.00","767.00","1602.00","","","","","","","","","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","AsymmetricalDifferentHandshape","None","Hand","FingerTip","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","64","0","416","1222","1051","2010","1215","1694","554","1391","1756","1790","448","","","","","","4","5","4","5","",""
"fantasy","fantasy","J_01_045","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ePjUwbthsP0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.536","1.710","-0.394","30","0","3.357","1.692","-0.565","15","0.07","1","1","3.000","1.668","-0.130","24","","2.919","Adjective","467.00","1902.00","1435.00","2503.00","","","","","","","","","Arbitrary","1","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","SymmetricalOrAlternating","Circular","Head","HeadAway","HeadAway","0","f","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","725","179","342","208","712","579","2010","1215","1030","0","0","812","1790","2276","","","","","FANTASY","0","0","0","0","fantasy","FANTASY"
"far","far","D_03_007","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l1IxPUPAdDw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345981010"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.115","1.243","-0.005","26","0","4.188","1.276","0.000","16","0.00","","","3.625","2.009","0.280","24","","4.052","Adverb","667.00","1235.00","567.00","2736.00","3.00","1.30","26","-0.04","3.11","1.32","18","0.05","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","AsymmetricalSameHandshape","Curved","Hand","FingerBack","HandAway","1","a","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","53","298","634","156","0","0","1509","1694","0","0","0","1790","2276","","","","","FAR","12","3","12","3","","FAR"
