,Code,EntryID,SignFrequency(M),Iconicity(M),Neighborhood Density 2.0,SignType,LexicalClass
2000,K_01_015,sandwich_4,3.04,5.16,32,5,5
2001,F_03_019,santa  ,3.333,3.394,2,5,5
2002,E_01_005,sarcastic,4.5710000000000015,1.769,0,5,1
2003,D_01_028,saturday,5.8889999999999985,1.0,5,4,6
2004,F_01_054,sauce,4.259,4.382,1,1,5
2005,F_03_088,sausage,3.28,4.063,4,5,5
2006,G_03_061,save,5.154,1.81,0,1,7
2007,G_02_074,save_money,5.332999999999998,2.75,1,0,7
2008,D_03_060,saw,1.571,5.875,11,4,7
2009,K_02_007,saw_2,5.2,3.958,3,1,7
2010,G_03_015,saxophone,1.963,5.45,3,5,5
2011,C_03_039,scan,4.433,4.032,0,1,5
2012,F_03_089,scar_memory,4.148,4.5,4,4,7
2013,B_02_014,scarcely,4.96,1.5,3,5,2
2014,B_03_079,scared,4.4,4.967,6,5,1
2015,A_03_013,scarf,2.24,5.905,0,2,5
2016,K_03_085,scarf_2,3.261,3.88,0,4,5
2017,K_01_086,scarf_3,4.167,3.24,1,4,5
2018,K_02_120,scarf_4,2.182,3.375,0,4,5
2019,A_03_001,schedule,5.92,2.857,1,1,5
2020,C_03_089,school,6.4,1.194,6,0,5
2021,A_02_011,science,4.852,1.3330000000000002,7,5,5
2022,A_01_020,scientist,3.516,1.41,7,5,5
2023,A_01_038,scissors,4.548,6.947,1,4,5
2024,H_01_008,scold,4.25,6.85,17,4,7
2025,J_03_044,scoop,2.481,6.565,0,1,7
2026,H_01_060,score,4.5360000000000005,3.1,7,1,7
2027,H_02_099,scout,1.524,2.917,2,4,5
2028,H_02_084,scratch,3.37,5.292000000000002,0,1,7
2029,E_03_027,scream,3.833,4.774,4,4,7
2030,D_02_023,screwdriver,2.923,5.567,0,1,5
2031,K_03_041,screwdriver_2,4.583,5.92,3,4,5
2032,K_01_014,screwdriver_3,2.875,5.2,1,1,5
2033,H_03_081,script,3.28,3.25,1,1,5
2034,C_03_084,scroll_down,3.423,5.3889999999999985,12,4,5
2035,E_02_086,scrub,4.258,5.933,10,1,7
2036,J_01_028,sculpt,3.6,2.917,9,1,7
2037,E_03_045,sculpture,3.767,1.867,9,1,5
2038,G_01_057,seal,2.375,4.69,24,5,5
2039,C_03_076,secret,4.2,2.306,6,4,5
2040,A_03_059,secretary,4.24,1.6669999999999998,1,4,5
2041,C_02_030,see,6.332999999999998,4.63,3,4,7
2042,J_03_004,see_see,5.69,4.13,3,4,7
2043,F_01_043,seem,5.148,1.909,0,4,7
2044,D_03_087,select,5.038,4.24,7,4,7
2045,H_01_015,self,3.964,3.95,4,4,3
2046,J_03_024,sell,4.966,1.652,4,5,7
2047,G_03_099,senate,3.846,1.739,1,4,5
2048,E_02_009,send,3.844,3.967,6,4,7
2049,H_03_097,senior_citizen,4.357,1.5,1,4,5
2050,J_02_091,sensitive,5.0,1.8,0,4,1
2051,H_01_025,sentence,4.5710000000000015,2.9,2,5,5
2052,E_02_008,sequence,4.1610000000000005,3.9,14,5,5
2053,B_01_071,serious,5.125,3.154,2,4,1
2054,E_02_004,serve_1,4.5310000000000015,2.6210000000000004,36,5,7
2055,K_02_061,serve_2,2.818,3.167,36,5,7
2056,B_03_021,set_up,4.16,3.065,0,1,7
2057,F_03_087,seven,5.296,2.75,4,4,4
2058,J_01_099,several,4.393,2.042,0,4,1
2059,B_02_073,sew,2.48,5.867000000000001,0,3,7
2060,G_01_062,shake_1,1.6669999999999998,4.966,1,2,7
2061,F_03_048,shake_2,2.76,5.563,25,5,7
2062,J_03_105,shakespeare,2.25,1.87,11,4,5
2063,D_03_008,shame,2.231,2.217,0,5,5
2064,H_01_066,shame_on_you,3.357,5.45,1,0,3
2065,D_01_035,shampoo,4.481,4.8610000000000015,5,5,5
2066,F_01_005,shape,3.444,4.788,0,5,5
2067,E_02_101,share,5.688,2.567,0,0,7
2068,E_03_023,shark_1,3.103,5.226,4,4,5
2069,E_02_071,shark_2,2.323,4.517,5,0,5
2070,G_01_055,sharp_1,3.815,3.0,0,1,1
2071,H_01_105,sharp_2,3.76,2.1,1,1,1
2072,H_03_060,sharpen_1,2.5,5.25,0,0,7
2073,K_03_097,sharpen_2,4.0,4.4,3,3,7
2074,K_01_109,sharpen_3,3.32,4.36,0,5,7
2075,B_03_017,shave,2.5,6.129,4,4,7
2076,J_02_018,shave_2,2.208,5.32,0,0,7
2077,H_03_018,shave_3,3.667,6.042000000000002,12,4,7
2078,K_02_043,shave_4,2.8,3.292,4,4,7
2079,K_03_114,shave_5,2.167,1.68,0,1,7
2080,A_02_010,sheep,3.222,1.767,0,4,5
2081,E_02_060,shelf,3.875,4.6,2,5,5
2082,E_01_050,shield,4.5710000000000015,4.12,10,4,5
2083,D_01_091,shiny,3.259,2.353,1,1,1
2084,A_01_028,shirt,2.867,5.922999999999999,7,4,5
2085,K_01_108,shirt_2,4.923,4.04,2,5,5
2086,D_01_023,shocked,4.037,4.833,46,4,1
2087,A_02_057,shoes,6.074,1.533,16,5,5
2088,J_01_024,shoot_1,3.133,6.625,0,2,7
2089,K_02_114,shoot_2,4.091,4.458,5,5,7
2090,F_01_049,shooting,3.593,6.667000000000002,0,5,7
2091,C_03_075,shop_1,5.067,2.314,3,1,7
2092,D_03_058,shop_2,6.231,1.5,1,5,5
2093,H_01_049,short_distance,5.0360000000000005,2.75,1,4,5
2094,H_02_092,short_person,3.821,4.875,9,4,5
2095,J_02_087,short_word,2.263,4.52,1,5,5
2096,A_01_037,shorts,4.1,3.686,1,5,5
2097,E_01_013,shot,3.743,4.769,1,4,7
2098,G_02_079,should,6.1110000000000015,1.875,6,4,7
2099,A_02_055,shoulder,3.704,6.7,3,4,5
2100,K_03_006,shoulder_2,3.92,6.6,0,4,5
2101,K_01_078,shoulder_3,4.4,6.24,8,4,5
2102,J_03_005,shout_1,4.034,4.87,4,4,7
2103,K_02_084,shout_2,3.9,2.917,2,4,7
2104,A_01_088,shovel,3.167,6.314,14,5,5
2105,K_03_008,shovel_2,2.609,4.88,0,1,5
2106,C_01_050,show,5.332999999999998,2.5,20,1,7
2107,A_02_001,shower,5.593,5.367000000000001,0,4,5
2108,A_01_065,shrimp,3.357,2.351,7,4,5
2109,G_03_026,shut_out,5.148,4.35,6,5,7
2110,B_01_040,shy,3.88,2.111,0,4,1
2111,B_01_072,sick,5.32,3.692,3,5,1
2112,J_03_055,side,4.0,4.8260000000000005,4,4,1
2113,F_01_087,sideburns,1.5419999999999998,5.667000000000002,2,5,5
2114,E_03_050,sign,5.9,0.0,12,5,5
2115,D_02_031,sign_language,5.222,2.4,10,5,5
2116,H_03_094,sign_paper,4.714,2.333,3,1,7
2117,F_01_069,signature,5.481,2.313,3,1,5
2118,F_03_069,signing_fluently,5.556,1.839,5,5,7
2119,B_01_090,silly,5.4,2.741,5,4,1
2120,D_03_091,silver,2.077,1.167,0,4,5
2121,D_03_014,since,5.115,1.4580000000000002,0,5,3
2122,D_03_075,sing,3.0,2.56,2,4,7
2123,H_01_018,single,4.607,2.6,5,4,1
2124,J_01_061,single_out,5.1,1.375,1,1,7
2125,E_02_042,sink,2.406,3.467,6,1,7
2126,G_03_065,siren,1.789,5.45,11,5,5
2127,D_03_050,sister,5.385,1.208,6,4,5
2128,D_03_034,sit,5.615,3.56,0,1,7
2129,H_03_066,situation,4.857,1.3330000000000002,0,1,5
2130,G_03_034,six,5.074,2.55,4,4,4
2131,C_01_090,skate,2.8,2.4330000000000003,4,5,7
2132,C_02_052,skateboarding,1.893,4.63,0,1,7
2133,K_01_079,skateboarding_2,4.407,1.2,3,5,7
2134,K_02_110,skateboarding_3,3.4760000000000004,2.625,0,1,7
2135,D_02_027,ski,3.148,1.161,4,5,5
2136,K_03_033,ski-ca,3.292,4.04,4,5,7
2137,G_02_038,skill,5.704,1.6880000000000002,0,1,1
2138,F_01_091,skin,4.923,4.242,3,4,5
2139,A_01_046,skirt,3.567,5.256,3,5,5
2140,G_01_032,skunk,3.28,2.345,0,4,5
2141,E_03_094,slave,2.833,3.063,13,5,5
2142,F_01_010,sled_1,2.056,2.576,5,0,5
2143,G_02_027,sled_2,2.0,2.031,3,5,7
2144,B_03_037,sleep,6.6,4.833,1,4,7
2145,J_01_035,slice_1,3.346,5.542000000000002,0,1,7
2146,K_01_028,slice_2,5.08,5.24,17,0,7
2147,K_02_057,slice_3,5.792000000000002,5.667000000000002,9,0,7
2148,K_03_067,slice_4,4.042,4.923,0,1,7
2149,F_01_100,slide,3.192,6.03,11,4,7
2150,K_01_058,slide_2,2.84,5.24,0,3,7
2151,F_02_069,slingshot,1.714,4.226,0,3,5
2152,J_02_030,slip_1,3.276,4.56,21,0,7
2153,K_02_033,slip_2,5.16,5.207999999999998,2,1,7
2154,E_01_062,slipper,3.057,3.48,5,1,5
2155,B_02_041,slow,4.64,2.033,0,0,1
2156,D_01_030,small,5.0,4.083,8,5,1
2157,D_02_075,smart,5.222,3.903,0,4,1
2158,E_02_049,smell,5.4060000000000015,5.132999999999999,9,4,5
2159,F_03_026,smell_money,2.7310000000000003,5.332999999999998,11,4,7
2160,D_01_031,smile,4.074,6.636,1,5,5
2161,K_03_023,smile_2,5.56,6.654,1,5,7
2162,H_01_046,smoke,3.111,3.9,0,1,5
2163,C_03_087,smoking,3.4330000000000003,6.806,1,4,7
2164,H_02_101,smooth,4.75,2.25,0,5,1
2165,G_01_067,snail,1.765,4.069,0,1,5
2166,A_01_043,snake,3.4,4.526,1,4,5
2167,F_02_017,snap,4.692,6.645,0,4,7
2168,K_01_080,snap_stick,4.37,4.24,13,5,7
2169,F_01_057,sneak_adventure,4.704,3.485,2,1,7
2170,C_03_066,sneeze,2.533,6.806,0,4,7
2171,K_02_023,sneeze_2,5.56,6.875,1,4,7
2172,B_03_042,snob,3.92,3.967,1,4,5
2173,E_01_102,snorkel,3.03,4.52,7,4,5
2174,A_01_057,snow,3.097,4.053,1,4,5
2175,K_03_081,snow_2,5.36,2.846,12,5,7
2176,K_01_025,snowboard,3.96,1.56,11,5,7
2177,G_03_073,snowman,2.692,1.3,1,5,5
2178,E_03_005,snowsuit,2.0,2.455,1,5,5
2179,G_01_069,so,5.63,2.633,1,4,3
2180,A_01_084,soap,5.097,2.457,0,1,5
2181,E_03_078,soap_2,2.048,4.1610000000000005,0,4,7
2182,A_03_004,soccer,3.8,1.7619999999999998,1,0,5
2183,F_03_032,soccer_2,4.346,3.545,0,1,7
2184,H_03_030,social,5.2860000000000005,2.542,11,5,5
2185,H_01_021,socialize,3.3480000000000003,3.65,2,5,7
2186,H_01_002,society,3.63,2.25,10,5,5
2187,A_03_033,socks,5.12,1.524,10,5,5
2188,C_03_030,soda,4.533,2.361,0,1,5
2189,G_03_006,sofa,3.963,1.8,4,5,5
2190,E_03_013,soft,4.467,2.719,0,5,1
2191,G_01_030,softball,4.7410000000000005,4.448,14,5,5
2192,B_01_020,some,5.625,2.259,17,0,3
2193,J_02_012,somersault_1,3.034,5.52,12,5,5
2194,K_02_118,somersault_2,2.05,3.25,0,1,7
2195,K_03_064,somersault_3,2.889,2.76,6,5,7
2196,G_01_009,something,6.0,2.167,12,4,3
2197,E_02_038,sometimes,5.813,2.133,8,1,3
2198,B_02_086,son,4.88,2.2,3,4,5
2199,G_01_004,soon_1,6.259,1.833,7,4,1
2200,H_03_023,soon_3,3.963,1.4580000000000002,9,4,1
2201,G_02_083,sophisticated,4.37,2.355,1,4,1
2202,J_01_107,sophomore,3.241,1.2919999999999998,0,1,1
2203,C_01_020,sorry,5.632999999999999,3.633,1,4,1
2204,H_02_096,sound,4.6789999999999985,5.625,11,4,5
2205,A_01_039,soup,4.548,5.332999999999998,1,1,5
2206,F_03_060,sour,3.926,3.094,2,4,1
2207,C_02_029,south,4.0,1.222,10,4,5
2208,H_01_075,sow,3.704,2.5,0,4,7
2209,H_03_093,space,4.7410000000000005,1.4169999999999998,2,1,5
2210,J_03_074,spaceship,1.25,1.1740000000000002,2,4,5
2211,A_01_042,spaghetti,3.935,2.718,1,5,5
2212,G_01_094,spain,3.333,1.7,0,4,6
2213,B_01_076,speakers,2.25,4.654,3,5,5
2214,H_01_068,special_1,3.5,2.0,0,1,1
2215,J_02_020,special_2,5.1,2.24,0,2,1
2216,H_01_038,specialist,4.25,1.95,7,0,5
2217,E_02_091,specific,4.4060000000000015,2.5,0,3,1
2218,E_01_017,spend,3.3710000000000004,1.577,0,5,7
2219,E_02_083,spend_lots_of_money,3.645,2.31,0,5,7
2220,J_03_036,spicy,4.31,3.087,1,4,1
2221,D_03_067,spider,3.192,5.792000000000002,14,5,5
2222,G_01_037,spill_1,4.148,4.107,8,5,7
2223,K_01_064,spill_2,3.72,3.92,0,1,7
2224,F_02_030,spit_out,3.63,5.132999999999999,1,4,7
2225,K_02_037,splash-ca,3.143,4.542,5,5,7
2226,E_02_024,spontaneous,4.5,2.7,0,5,1
2227,A_02_037,spoon,3.44,3.267,1,3,5
2228,C_03_035,sports,4.333,1.364,3,5,5
2229,G_01_002,spot_something,3.68,4.2330000000000005,45,4,7
2230,G_03_012,spread_1,4.8889999999999985,0.0,8,5,7
2231,K_03_080,spread_2,4.13,5.192,0,1,7
2232,K_01_083,spread_3,2.875,5.04,2,0,7
2233,E_03_074,spring,4.4,3.2260000000000004,1,1,5
2234,J_01_060,square,4.1,6.667000000000002,0,5,5
2235,J_01_062,square_idiot,5.1,1.5419999999999998,3,4,1
2236,H_03_019,squeeze,2.0,3.792,4,4,7
2237,C_03_020,squirrel,2.8,2.917,1,3,5
2238,E_02_016,sshh,4.438,6.774,22,4,3
2239,J_01_096,stack_1,2.476,5.667000000000002,1,1,7
2240,K_02_102,stack_2,4.273,6.292000000000002,4,5,7
2241,K_03_069,stack_3,4.56,6.56,5,5,7
2242,K_01_019,stack_4,2.783,5.6,0,5,7
2243,G_01_086,stadium,3.852,2.0,7,5,5
2244,C_01_071,staff,3.967,1.3330000000000002,1,4,5
2245,A_03_048,stairs,5.4,3.81,2,4,5
2246,C_03_063,stamp,2.762,3.0860000000000003,1,3,5
2247,G_02_098,stamp_1,5.259,6.257999999999999,1,1,7
2248,F_03_093,stamp_2,4.963,2.813,2,1,5
2249,E_02_011,stand_1,5.2189999999999985,4.967,14,1,7
2250,K_02_081,stand_2,3.64,4.125,0,3,7
2251,J_03_070,stand_up,5.2410000000000005,3.913,7,1,7
2252,G_02_005,stapler,3.222,6.0,0,4,7
2253,A_03_087,star,5.083,2.476,10,5,5
2254,B_03_010,starbucks,5.32,1.1,0,5,6
2255,G_01_034,stare,4.63,4.966,2,4,7
2256,A_01_047,stars,4.323,3.579,10,5,5
2257,B_01_011,start,5.76,3.871,0,1,7
2258,F_01_086,state,5.1110000000000015,1.594,1,1,5
2259,F_02_050,stay,5.815,4.0,4,5,7
2260,J_02_060,stay_awake_24hrs,3.733,2.6,1,5,7
2261,D_02_041,steak,2.261,1.548,0,1,5
2262,C_02_019,steal,3.067,2.704,1,4,7
2263,J_01_011,steam,2.087,4.083,0,5,5
2264,E_01_070,step,4.114,5.32,0,0,7
2265,D_03_028,stethoscope,1.3330000000000002,4.458,2,5,5
2266,K_03_086,stethoscope_2,2.588,4.154,3,5,5
2267,K_01_075,stethoscope_3,2.895,4.72,3,5,5
2268,K_02_031,stethoscope_4,3.214,4.792,0,5,5
2269,F_02_089,sticky,4.63,5.419,1,5,1
2270,G_02_085,still,5.667000000000002,2.067,1,5,2
2271,H_02_035,stimulate,4.143,2.0,0,1,7
2272,H_03_022,sting,2.889,5.5,0,1,7
2273,H_01_064,stink,4.214,6.85,2,4,1
2274,D_03_055,stir,3.423,6.739,0,1,7
2275,E_01_061,stockings,1.773,2.8,0,5,5
2276,C_03_054,stomach,3.5860000000000003,5.972,3,4,5
2277,D_01_010,stop,5.704,3.595,13,0,7
2278,F_01_067,stopwatch,2.333,5.1560000000000015,5,4,5
2279,E_01_015,story_1,4.714,1.346,0,5,5
2280,J_01_007,story_2,4.933,1.625,2,5,5
2281,H_03_007,story_3,4.5710000000000015,1.3330000000000002,6,5,5
2282,E_01_081,straight,5.5710000000000015,6.16,8,4,1
2283,K_03_045,strain_1,3.84,2.0,0,1,7
2284,K_01_076,strain_2,5.0,2.24,0,3,7
2285,C_03_018,strange,5.0,1.833,7,4,1
2286,J_01_093,strangle,2.714,5.457999999999998,9,5,7
2287,G_01_092,straw,3.462,5.257999999999999,0,3,5
2288,A_01_068,strawberry,2.524,1.595,7,4,5
2289,K_02_017,strawberry_2,5.667000000000002,1.2919999999999998,2,4,5
2290,K_03_100,strawberry_3,2.947,1.538,0,4,5
2291,K_01_009,strawberry_4,2.885,1.36,4,4,5
2292,A_01_062,street,5.29,4.368,24,5,5
2293,B_02_075,stress,5.125,1.6,1,2,5
2294,K_03_078,stretch-ca,4.36,6.667000000000002,0,5,7
2295,K_02_108,stretch_1,5.2,3.875,1,0,7
2296,K_03_126,stretch_2,2.708,4.4,6,5,7
2297,C_01_047,strict,3.8,1.8,1,4,1
2298,F_03_054,string,4.259,4.8439999999999985,2,5,5
2299,H_01_085,stripe,3.429,4.5,2,4,5
2300,G_03_027,strong,4.926,6.55,9,5,1
2301,H_01_035,structure,4.25,1.85,6,5,5
2302,H_03_102,struggle,5.0,2.25,12,5,7
2303,B_03_086,stubborn,4.64,2.367,0,4,1
2304,E_01_019,stuck,5.542999999999998,3.077,1,4,1
2305,A_02_012,student,4.704,1.9,1,1,5
2306,G_01_090,study,5.444,1.724,1,1,7
2307,J_02_079,stumble,2.481,3.84,19,5,7
2308,C_01_058,stupid_1,4.1,3.767,3,4,1
2309,C_02_047,stupid_2,4.633,4.1610000000000005,1,4,1
2310,B_02_027,subtract,3.96,3.3,2,1,7
2311,F_01_012,suck,3.24,4.063,9,4,7
2312,K_01_006,suck_thumb,2.217,6.2,8,4,7
2313,G_01_103,suit,4.593,2.367,0,5,5
2314,D_03_041,summarize,4.538,3.04,10,5,7
2315,B_02_037,summer,4.958,1.433,2,4,5
2316,K_02_075,summon,6.042000000000002,1.25,0,1,7
2317,C_02_003,sun,4.633,4.593,0,4,5
2318,H_02_013,sunbathe,3.1,2.667,2,4,7
2319,K_03_034,sunbathe_2,4.64,1.52,1,1,7
2320,J_02_001,sunday_2,1.0,1.6,0,3,6
2321,H_03_089,sunrise,3.893,5.457999999999998,7,4,7
2322,B_02_087,sunset,3.44,4.3,3,4,5
2323,J_02_065,superior,4.133,3.16,3,0,1
2324,J_01_018,supervise,4.467,1.4169999999999998,7,5,7
2325,J_02_010,supervisor,3.967,1.56,7,5,5
2326,G_01_052,support_1,5.962999999999999,2.0,3,0,5
2327,F_03_066,support_2,4.769,4.194,17,5,7
2328,C_03_044,sure,5.4,2.914,22,4,1
2329,A_01_048,surf,3.032,2.923,0,1,7
2330,A_02_007,surgeon,3.148,1.467,2,1,5
2331,H_03_046,surgery,4.0710000000000015,3.958,8,1,5
2332,B_01_013,surprise,4.583,4.481,2,5,5
2333,D_03_092,sushi,4.269,1.32,7,1,5
2334,C_03_012,suspect,3.967,3.222,2,4,5
2335,H_01_016,suspend,4.357,2.95,4,5,7
2336,E_03_077,suspenders_1,2.143,3.969,0,5,5
2337,E_01_028,suspenders_2,2.286,4.44,0,5,7
2338,B_02_019,swallow,3.76,5.567,5,4,7
2339,J_02_016,swear_in,2.8,6.6,11,0,7
2340,H_02_051,sweat,4.0360000000000005,4.13,0,4,7
2341,D_02_092,sweater,3.654,2.516,2,5,5
2342,K_01_008,sweater_2,2.0,1.64,0,5,5
2343,K_02_090,sweater_3,4.417,3.167,4,5,5
2344,F_02_042,sweatpants,1.714,2.4,1,5,5
2345,E_01_018,sweatshirt,1.8,2.654,1,5,5
2346,D_01_086,sweep,3.259,4.6,11,0,7
2347,J_03_029,sweet,5.31,2.174,3,4,1
2348,H_02_005,sweetheart,3.556,3.0,0,5,5
2349,E_03_053,swim,4.2,4.033,7,5,7
2350,K_03_106,swim_2,5.32,6.885,7,5,7
2351,A_02_018,swing,1.8,6.29,5,4,7
2352,F_02_085,swing_2,3.815,5.645,3,5,7
2353,F_01_009,switzerland,2.231,2.667,2,4,6
2354,E_03_101,sword,2.033,5.875,6,4,5
2355,D_01_090,sympathy,4.222,2.233,5,5,5
2356,H_01_061,system,4.643,2.15,7,5,5
2357,A_03_025,table,6.0,4.238,8,4,5
2358,K_02_126,tablet,5.4,3.174,2,1,5
2359,D_01_083,tail,1.875,4.833,0,4,5
2360,K_01_089,tail_2,4.346,3.48,0,0,5
2361,G_01_093,take,5.037,5.323,6,4,7
2362,F_03_071,take_care,5.444,2.091,5,5,7
2363,F_03_094,take_notes,4.815,3.938,0,1,7
2364,F_01_020,take_off,4.64,5.545,0,1,7
2365,H_03_050,take_off,2.167,2.542,5,0,7
2366,F_01_045,take_pill,3.217,3.97,1,4,7
2367,C_01_008,talk,5.332999999999998,2.8,6,4,7
2368,H_01_023,talk_2,3.0380000000000003,6.65,2,4,7
2369,H_02_046,talk_dirty,4.423,1.565,6,1,7
2370,B_03_024,tall_1,4.84,4.379,20,1,1
2371,B_01_030,tall_2,5.0,5.519,9,4,1
2372,F_02_072,tan,4.222,1.903,4,4,1
2373,E_01_009,tanktop,3.719,3.615,1,5,5
2374,G_01_017,tape,2.955,3.1,3,3,5
2375,J_01_081,taste,5.867000000000001,4.25,3,4,7
2376,A_02_052,tea,4.556,4.433,1,1,5
2377,D_02_052,teach,4.609,1.452,1,5,7
2378,K_02_055,teach_2,6.6,1.4580000000000002,0,5,7
2379,A_02_033,teacher,6.074,1.433,1,5,5
2380,E_01_071,team,5.714,1.88,5,5,5
2381,C_02_016,tear,2.967,6.8889999999999985,10,4,7
2382,G_03_009,tear_rip_1,4.185,6.6,5,5,7
2383,K_03_050,tear_rip_2,5.4,6.846,0,3,7
2384,D_02_090,tease,5.556,1.8,2,3,7
2385,E_03_017,technology,6.2,1.219,0,1,5
2386,H_02_039,teenager,3.75,1.1740000000000002,5,4,5
2387,D_01_040,teeth,4.519,6.667000000000002,2,4,5
2388,A_02_040,telephone,5.481,7.0,6,4,5
2389,C_02_013,tell,5.933,5.667000000000002,7,4,7
2390,F_02_097,temper_blow_up,4.333,1.774,46,4,7
2391,G_03_067,temporary,5.115,1.5,8,3,1
2392,C_01_082,temptation,3.552,1.267,10,4,5
2393,G_03_032,tend_your,5.259,1.905,0,4,7
2394,G_03_089,tendency,4.769,2.045,3,5,5
2395,A_01_053,tennis,2.387,5.0,3,4,5
2396,E_02_012,tent,3.813,3.467,0,5,5
2397,D_01_060,test,4.7410000000000005,1.529,1,5,5
2398,B_03_054,text,5.435,3.967,4,5,7
2399,F_02_002,than,2.474,1.355,1,0,3
2400,H_02_053,thank_you,6.5710000000000015,5.13,5,4,7
2401,D_01_047,thanksgiving,2.481,1.429,1,4,5
2402,C_03_059,that,5.5,3.0,5,4,3
2403,D_01_052,theater,3.963,1.6569999999999998,6,5,5
2404,F_01_031,then,4.444,2.545,3,1,3
2405,J_03_042,theory_1,3.379,2.739,5,4,5
2406,H_03_088,therapy,3.893,1.375,4,1,5
2407,D_02_060,there,5.962999999999999,6.257999999999999,22,4,2
2408,D_02_012,thermometer,4.577,2.645,4,0,5
2409,G_03_095,these,4.72,3.773,18,4,3
2410,E_01_044,they_1,5.114,3.76,18,4,3
2411,F_02_103,they_2,4.8889999999999985,4.9030000000000005,18,4,3
2412,B_03_019,thief_1,1.588,1.5,0,4,5
2413,B_01_087,thief_2,3.68,1.519,1,4,7
2414,C_02_002,thin,3.333,1.704,2,5,1
2415,B_03_043,things,4.84,2.3,11,4,5
2416,C_03_053,think,5.867000000000001,6.582999999999998,5,4,7
2417,K_03_120,think_chin.m4v,5.32,6.769,2,4,7
2418,F_02_087,think_connect,4.259,3.2260000000000004,46,4,7
2419,G_02_015,think_expand,5.259,4.063,46,4,7
2420,G_03_079,think_obsess,4.692,1.95,46,4,7
2421,D_02_054,think_over,2.7310000000000003,4.633,31,4,7
2422,G_01_039,think_penetrate,4.481,3.759,46,4,7
2423,K_01_120,think_ponder,6.148,2.76,0,4,0
2424,F_02_088,third_1,4.481,4.065,3,4,4
2425,J_02_072,third_2,4.4,3.36,3,4,4
2426,C_03_071,thirsty,5.3,4.1389999999999985,3,4,1
2427,F_01_035,this/it,6.519,5.394,22,4,3
2428,G_01_051,thought_disappear,5.148,3.393,46,4,7
2429,B_01_044,three,6.08,6.667000000000002,2,4,4
2430,G_02_070,thrilled,6.0,2.613,0,5,1
2431,C_03_081,throw,3.6,5.5139999999999985,0,4,7
2432,K_01_068,throw_2,5.185,6.875,6,4,7
2433,E_02_070,throw_away,4.25,5.667000000000002,1,4,7
2434,F_03_015,thunder,4.0,3.606,3,0,5
2435,B_02_045,thursday,5.042,1.1,1,4,6
2436,E_02_029,ticket,5.0,2.448,0,1,5
2437,H_01_073,tickle,2.0,5.35,3,5,7
2438,A_01_013,tie,2.143,4.603,3,4,5
2439,K_02_029,tie_2,4.583,6.457999999999998,0,0,7
2440,K_03_035,tie_up_1,6.0,6.12,2,5,7
2441,K_01_043,tie_up_2,2.296,5.28,7,5,7
2442,A_01_050,tiger,3.097,3.711,2,5,5
2443,B_02_080,time,6.375,6.7,8,4,5
2444,H_02_061,time_progress,4.5,3.391,21,0,3
2445,J_01_020,time_to_time,5.167000000000002,2.833,11,4,3
2446,K_02_063,timeout,5.542000000000002,6.832999999999998,10,0,7
2447,K_03_019,tiny,2.577,6.832999999999998,6,4,1
2448,D_02_050,tired,6.5379999999999985,3.806,3,5,1
2449,G_01_043,tired_of,5.815,0.0,0,4,2
2450,G_02_032,tissue,5.0,4.4689999999999985,1,4,5
2451,E_03_086,to,4.4,2.75,7,0,3
2452,F_01_026,to_a_goal,5.037,2.97,46,4,2
2453,D_02_080,toast,4.185,1.3869999999999998,0,1,5
2454,A_02_049,tobacco,2.37,1.767,0,4,5
2455,E_02_006,today,6.4060000000000015,2.1,7,5,5
2456,G_01_097,together,4.615,4.767,0,5,5
2457,A_02_038,toilet,5.962999999999999,1.533,12,4,5
2458,D_02_087,tomato,4.926,1.133,47,4,5
2459,F_02_040,tomorrow,6.346,1.516,1,4,5
2460,G_03_057,tongue,2.0,4.227,1,4,5
2461,E_02_015,too_much,5.063,4.267,10,5,1
2462,D_03_073,toothbrush,5.269,6.3039999999999985,1,4,5
2463,K_03_058,toothbrush-ca,5.96,6.615,10,4,7
2464,H_01_065,top,4.393,4.75,11,0,1
2465,H_01_103,topic,4.7860000000000005,2.8,3,5,5
2466,A_02_047,tornado,1.815,2.533,0,5,5
2467,J_03_009,toss,2.667,5.478,1,4,7
2468,H_02_037,toss_out,4.148,5.391,2,5,7
2469,H_01_071,total,4.25,3.5,2,5,5
2470,G_03_063,touch,5.346,6.238,0,1,7
2471,H_03_010,tough,5.0,1.833,0,3,1
2472,B_03_031,tournament,3.96,1.6669999999999998,5,5,5
2473,H_01_086,tow_1,3.04,5.65,2,3,7
2474,K_01_098,tow_2,4.519,4.16,0,3,7
2475,K_02_010,tow_3,4.36,5.375,2,3,7
2476,F_01_007,towel,4.148,5.273,9,5,5
2477,E_01_064,toy_1,6.029,1.6,4,5,5
2478,J_01_056,toy_2,2.783,1.25,6,4,5
2479,H_03_070,toy_3,4.2860000000000005,1.6669999999999998,1,5,5
2480,H_01_042,tractor,2.579,4.75,9,5,5
2481,J_03_023,tradition,3.897,1.217,7,5,5
2482,B_01_043,traffic,4.0,1.926,19,5,5
2483,B_03_003,train,4.6,1.4,2,3,5
2484,J_03_028,transfer,4.552,2.0,3,4,7
2485,J_01_082,transgender,4.267,1.083,0,4,1
2486,D_01_080,translate,4.296,2.486,1,5,7
2487,A_01_035,trash,4.871,1.444,5,4,5
2488,B_02_089,travel,4.64,2.1,2,4,7
2489,A_01_002,tree,5.143,4.232,4,4,5
