EntryID,LemmaID,Code,YouTube Video,Vimeo Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List
punish,punish,C_02_041,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JMrJlJhNLw4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.8,1.883,-0.278,30,0,3.833,1.886,-0.399,18,0,,,2.667,2.025,-0.06,27,,2.694,Verb,467.13,734.07,266.93,1701.7,743,14,1,2,1,30,-1,2,1,21,-1,1,1582,780,1764,Arbitrary,0,0,0,1,1,0,i,1,0,NA,NA,Closed,NoContact,OneHanded,Curved,Arm,ForearmUlnar,ArmAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,41,2
purple,purple,B_02_067,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/h_ERSCdwzSo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.92,1.441,0.166,25,0,5,1.414,0.212,14,0,,,1.033,2.045,-0.836,30,,2.799,Adjective,433.77,934.27,500.5,1501.5,727,5,1,1,0,31,-1,1,0,22,-1,3,1547,644,1676,Arbitrary,1,0,0,1,p,1,im,Stacked,0,NA,0,Open,Contact,OneHanded,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,67,2
push,push,D_02_077,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LVCzfs3Vczg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.556,1.476,-0.305,27,0,3.235,1.033,-0.521,17,0,,,7,2.166,1.904,31,,3.556,Verb,500.5,934.27,433.77,1735.07,870,88,12,6,1,26,1,6,1,18,2,0,1585,792,1772,Pantomimic,0,0,0,1,5,0,imrp,1,0,1,0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,77,2
put,,F_03_46,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zcEvmw8AYg0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.074,,0.428,,,,,,,,,,3.906,2.108,0.125,32,,4.626,Verb,,,,,,,,,,,,,,,,1,956,400,1036,Arbitrary,,0,0,1,spread_o,0,imrp,5,0,0,0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,46,3
put_aside,,G_02_7,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/TNUDVM6amfo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.519,,0.172,,,,,,,,,,6.313,1.995,1.418,32,,,Verb,,,,,,,,,,,,,,,,0,960,522,1092,NA,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,7,2
put_in_back_mind,,E_01_76,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/WABtnrq1uTM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.257,,0.552,,,,,,,,,,5.84,2.198,1.101,25,PUT IN THE BACK OF THE MIND,,Verb,,,,,,,,,,,,,,,,1,980,1173,1529,NA,,0,0,1,spread_o,0,imrp,5,0,0,0,Open,Contact,OneHanded,Curved,Head,Forehead,Other,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,76,1
puzzled,puzzled,B_01_012,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/OgX5qkCxRRE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.92,1.288,0.167,25,0,4.643,1.082,-0.004,14,0,,,3.593,2.016,0.309,27,,1.851,Adjective,533.87,934.27,400.4,1668.34,801,86,22,3,2,31,0,2,1,22,0,0,1579,766,1754,Arbitrary,0,0,0,1,1,0,i,1,1,NA,NA,Closed,NoContact,OneHanded,None,Head,Forehead,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,12,1
Q_tip,,F_03_74,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ue_n7lLfpTA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.074,,-0.67,,,,,,,,,,5.719,2.108,0.984,32,,,Noun,,,,,,,,,,,,,,,,1,959,749,1217,NA,,0,0,1,bent_1,1,i,2,0,NA,NA,Open,Contact,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,74,3
qm,,J_02_011,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mEg6lL75E5Q?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.867,,0.424,,,,,,,,,,2.167,1.523,-0.501,24,just asking,,NA,,,,,,,,,,,,,,,,0,959,749,1217,Arbitrary,,0,0,1,1,0,i,1,1,NA,NA,Closed,NoContact,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,11,2
quality,,J_02_095,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mK7Er14q68w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.233,,0.074,,,,,,,,,,1.667,1.308,-0.74,24,,,NA,,,,,,,,,,,,,,,,3,962,640,1156,Arbitrary,,0,0,1,g,0,i,4,0,NA,NA,Open,NoContact,OneHanded,Circular,Body,BodyAway,Clavicle,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,95,2
quarter,,H_02_49,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KSqzZkv5bA4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,1.9,,-1.142,,,,,,,,,,1.292,0.908,-0.869,24,quarter (time period),,NA,,,,,,,,,,,,,,,,1,962,640,1156,Arbitrary,,0,0,1,g,0,i,4,0,NA,NA,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,49,2
queen,queen,A_03_055,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/DRPoHtyoF0s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.44,1.805,-0.288,25,0,3.133,1.807,-0.396,15,0,,,2.667,2.153,-0.41,21,,3.446,Noun,300.3,1134.47,834.17,1534.87,633,6,0,2,1,31,-1,2,1,19,-1,2,1505,667,1646,Arbitrary,1,0,0,1,g,0,i,4,0,NA,NA,Open,NoContact,OneHanded,Curved,Body,Clavicle,Hips,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,55,3
quiet,quiet,C_01_037,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KblaVwXVK_k?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.3,1.264,0.558,30,0,5.278,1.274,0.461,18,0,,,3.067,1.921,0.063,30,,3.777,Adjective,400.4,834.17,433.77,1768.44,889,28,3,2,1,30,0,2,2,21,0,1,1591,815,1787,Arbitrary,0,0,0,1,closed_b,0,imrp,1,0,0,0,Closed,NoContact,SymmetricalOrAlternating,Curved,Head,Chin,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,37,1
quit,,F_01_79,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Vz7fhJtRNjg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.778,,0.296,,,,,,,,,,2.125,1.968,-0.654,32,,3.662,Verb,,,,,,,,,,,,,,,,3,960,522,1092,Arbitrary,,0,0,1,h,1,im,1,0,0,0,Closed,NoContact,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1,C,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,79,1
rabbit,rabbit,C_02_024,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/o1emZIRvk2o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.724,1.791,-0.973,29,0,3.056,1.697,-0.857,18,0,,,4.296,2.025,0.749,27,,3.029,Noun,533.87,934.27,400.4,1835.17,829,14,9,5,2,30,1,5,2,21,1,1,1600,809,1793,Both,0,0,0,1,h,1,im,1,1,0,0,Closed,NoContact,SymmetricalOrAlternating,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,24,2
RABBIT_2,,K_03_119,,"<iframe src=""https://player.vimeo.com/video/342306493"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,RABBIT,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
raccoon_1,,H_02_82,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GjxsaJD_CMY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3,,-0.897,,,,,,,,,,4.625,1.663,0.737,24,raccoon,,NA,,,,,,,,,,,,,,,,1,971,1019,1408,Both,,0,0,1,spread_o,0,imrp,5,0,0,0,Open,Contact,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,82,2
race,,F_02_75,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/eS088xhP7a0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.296,,0.555,,,,,,,,,,3,2.218,-0.132,31,RACE (RUNING),3.499,Verb,,,,,,,,,,,,,,,,2,952,324,1005,Arbitrary,,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,SymmetricalOrAlternating,None,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,75,2
RACECAR_TRACK,,K_02_121,,"<iframe src=""https://player.vimeo.com/video/342144623"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,RACECAR TRACK,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
radio,radio,A_01_075,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/h0XC4tACEpE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.581,1.728,-0.741,31,0,2.222,1.665,-0.886,18,0,,,3.595,2.048,0.217,37,,3.595,Noun,333.67,1034.37,700.7,1668.34,783,33,7,2,1,31,-1,2,1,19,-1,0,1582,780,1764,Arbitrary,0,0,0,1,curved_5,1,imrp,5,0,1,0,Open,NoContact,OneHanded,None,Head,HeadAway,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,75,1
rafting,,E_03_89,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/t-Du78YLU5k?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,1.9,,-1.304,,,,,,,,,,3.688,2.018,0.213,16,,1.176,Verb,,,,,,,,,,,,,,,,0,960,676,1174,Arbitrary,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,89,3
rain,rain,A_03_061,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/QQd-bo12M8g?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.76,1.2,0.917,25,0,5.667,1.113,0.896,15,0,,,5.429,2.153,0.897,21,,3.397,Noun,433.77,1301.3,867.53,1501.5,791,67,4,5,2,31,1,5,2,19,1,1,1491,671,1635,Perceptual,0,0,0,1,spread_open_e,1,imrp,2,0,1,0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,61,3
rainbow,,F_03_1,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JT32AASYphs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.037,,-0.079,,,,,,,,,,5.344,2.108,0.81,32,,2.611,Noun,,,,,,,,,,,,,,,,1,962,640,1156,NA,,0,0,1,4,1,imrp,1,0,1,0,Closed,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,1,3
